mz_rt,row ID,6104_U2_HILICPOS_19,6110_U2_HILICPOS_34,6108_U2_HILICPOS_27,6111_U4_HILICPOS_42,6101_U3_HILICPOS_29,6104_U1_HILICPOS_55,6103_U4_HILICPOS_53,6110_U3_HILICPOS_45,6111_U2_HILICPOS_35,6111_U1_HILICPOS_51,6105_U3_HILICPOS_39,6109_U2_HILICPOS_13,6108_U1_HILICPOS_44,6109_U4_HILICPOS_22,6101_U4_HILICPOS_14,6101_U2_HILICPOS_30,6110_U4_HILICPOS_10,6105_U1_HILICPOS_43,6105_U4_HILICPOS_47,6102_U1_HILICPOS_26,6102_U2_HILICPOS_16,6104_U3_HILICPOS_32,6104_U4_HILICPOS_12,6113_U3_HILICPOS_15,6113_U2_HILICPOS_31,6109_U3_HILICPOS_52,6102_U4_HILICPOS_50,6102_U3_HILICPOS_48,6108_U4_HILICPOS_18,6106_U2_HILICPOS_46,6111_U3_HILICPOS_54,6110_U1_HILICPOS_11,6108_U3_HILICPOS_28,6106_U3_HILICPOS_20,6105_U2_HILICPOS_40,6112_U2_HILICPOS_37,6103_U1_HILICPOS_21,6113_U1_HILICPOS_24,6103_U3_HILICPOS_61,6101_U1_HILICPOS_59,6112_U1_HILICPOS_38,6109_U1_HILICPOS_58,6112_U3_HILICPOS_56,6106_U4_HILICPOS_36,6103_U2_HILICPOS_60,6106_U1_HILICPOS_23,6112_U4_HILICPOS_63,PooledQC5_HILICPOS_11_1,6113_U4_HILICPOS_62,PooledQC7_HILICPOS_25,PooledQC6_HILICPOS_17,PooledQC9_HILICPOS_41,PooledQC10_HILICPOS_49,PooledQC8_HILICPOS_33,PooledQC11_HILICPOS_57,PooledQC12_HILICPOS_64,...63
629.3141_0.508,1200,22718.46,33143.234,27978.873,24104.514,23495.156,28073.447,32879.45,40037.227,14708.87,50680.035,24478.248,27114.934,25393.975,12062.434,31717.145,29586.2,19685.807,23966.342,16414.967,36853.18,42627.574,73779.26,71085.71,75711.7,53813.188,25634.432,41628.695,33472.008,33500.484,33832.816,17341.018,42826.1,19002.877,84509.63,54024.316,63745.094,53298.613,137974.9,51881.793,29631.012,42253.566,34675.598,22260.512,85891.02,28565.988,23690.162,58746.902,46539.336,17096.924,44753.59,42323.754,47463.062,44150.273,43928.67,47464,47024.332,NA
571.3939_0.505,1207,4160.1616,3592.2803,3481.1584,3132.3335,16276.761,8742.333,3594.0386,6080.735,1827.7189,5386.569,12567.463,6109.285,7230.725,5949.206,2793.0837,NA,34933.113,14744.351,10567.717,8073.3,2171.6462,18225.887,31206.125,18059.766,8072.451,5462.5137,4936.036,12778.478,2815.1606,1159.3308,3844.6123,24431.045,9959.25,1789.6224,17146.418,4704.404,1950.2112,24554.57,2959.9177,8580.495,4628.2314,12791.108,4254.8765,1301.7285,1950.5695,6404.573,3973.5032,5969.31,14290.327,7829.837,5985.9507,8414.868,6418.3887,5106.5747,9410.152,7479.6836,NA
146.0625_0.515,1221,10823.942,11804.685,15465.023,3100.905,2141.6226,21105.594,8267.129,3878.0312,2595.7952,1948.0127,2007.8871,1538.8108,11681.371,1117.52,1673.3824,2240.5244,7220.099,1413.0227,2408.2375,3251.3142,2570.6953,5632.1514,1789.5826,1937.4004,1850.701,2804.0425,1172.8491,4415.042,421288,NA,1569.486,4876.9,60496.055,1318.686,8904.488,1432.1542,3361.974,1278.3599,2091.2017,3645.0667,37803.65,1300.0004,3000.329,NA,2851.996,8242.616,2516.2852,12483.801,2150.0444,13886.823,10908.688,12744.82,10668.961,13045.29,12469.277,11791.679,NA
531.3637_0.503,1223,6392.8384,2411.4556,2743.282,2908.4543,14173.918,5700.371,3892.7898,2920.4658,2474.0093,3918.0425,13047.583,3516.7595,3041.4592,5221.4775,3826.6934,1883.0063,11543.549,18433.451,11326.158,7708.8506,2691.5903,6887.227,14543.399,3817.539,4802.5127,2635.5007,3856.0596,39155.85,2881.4465,2258.0654,3865.346,13268.926,5593.548,1425.6372,14292.464,15038.821,2429.7644,6182.073,9123.25,7309.7837,16094.024,6502.6016,17371.006,1259.8225,4399.5977,5646.8003,9899.817,8545.547,8666.184,7148.2305,5351.4766,10223.793,6715.1587,7318.8936,8795.598,8813.721,NA
318.1351_0.512,1227,19917.969,8577.641,3735.3027,5497.946,7742.8784,22345.676,4604.242,3567.7058,5021.4614,4294.0513,5001.9985,3773.423,3045.4463,4167.689,9983.886,7830.2144,3718.9817,10995.911,8196.45,4606.264,4008.2458,18805.035,13780.413,3253.026,5669.2896,3209.3704,6617.344,5434.1704,2744.7896,1796.9774,2589.2368,6419.895,3346.0134,1919.3636,3013.2014,4082.4954,7794.249,2270.0947,5242.463,8577.127,4920.502,3728.248,5651.803,1790.2721,5225.1523,1835.3186,5185.4497,4534.3867,5748.7534,6541.7676,4883.6523,4644.5566,3978.6843,3726.6624,4857.852,4731.922,NA
595.3943_0.51,1235,8320.567,7021.371,3986.191,6676.503,21052.717,12083.891,6442.726,7015.054,2771.3828,6326.0894,12073.768,13974.387,8412.953,5693.225,5258.24,1988,52457.473,17409.418,10270.458,15518.129,4032.653,18818.49,56532.027,25505.453,13832.342,11238.535,8463.812,21769.06,2338.66,3358.0393,6991.0664,43698.418,12070.5625,5205.0005,19352.586,4833.389,3567.8237,29955.658,4906.016,20290.516,7190.391,20770.268,5143.1333,4101.537,3626.8896,11820.957,6812.9907,14694.934,19780.553,12659.827,10715.767,12734.43,12167.158,9096.13,12271.158,11968.353,NA
308.1855_0.51,1278,32340.594,30197.682,10184.609,10991.874,22040.666,54798.445,193259.84,34104.605,14296.701,10833.601,16301.073,46885.28,15380.956,12046.957,37611.42,42744.223,32146.86,24149.346,19135.2,15072.234,20847.406,15459.549,10698.515,31715.695,19337.984,29675.676,19177.674,16641.53,13163.632,11974.6875,12758.603,47786,286486.72,9741.521,13915.607,1322.1046,77571.15,34721.027,25688.951,20347.3,4538.143,17323.11,1084.9578,8981.949,31209.57,21272.975,4589.3164,27870.934,31531.934,31537.307,26161.459,27491.78,27905.58,27863.66,33245.188,30961.002,NA
350.1607_0.52,1324,3552.0757,3169.6543,3362.8506,4704.025,2032.6754,6912.6436,3608.431,8580.379,2631.9343,3614.2998,2313.5815,2868.1667,4084.5745,3549.3618,2033.9347,1931.4003,3476.3135,2605.2134,2011.621,2306.3005,2016.404,12046.293,8061.934,3586.9214,1997.3425,2866.4246,3015.4927,1885.4392,4034.716,2997.5923,2991.9207,4222.6445,3959.1292,2577.1418,1473.805,1538.6643,6490.938,2058.08,20342.756,3197.266,1755.2424,3735.2043,2261.9543,2706.5447,24327.936,2944.8184,1208.9142,3019.4617,2514.6992,3429.2612,2951.3438,3121.5571,3445.1401,2846.2112,4388.062,2934.011,NA
274.2017_0.511,1344,35984.086,26158.797,28522.41,77759.74,42374.074,28889.053,23868.332,30980.693,114744.516,65260.92,49812.03,28816.463,44307.95,43724.344,40032.816,20902.865,39596.23,51555.848,55647.875,46217.45,37441.883,23515.074,34698.938,19021.03,24369.943,38150.21,44002.875,33644.184,38421.625,NA,146753.05,36111.973,44575.195,1275.6313,62855.266,17179.023,23630.205,24682.06,27165.885,50500.777,24153.531,51846.344,22783.553,1682.2089,37377.7,4115.622,19853.906,55282.027,32555.629,53339.504,53918.605,52975.75,51895.965,52549.477,62615.496,63560.35,NA
284.1855_0.513,1351,33461.535,32753.11,24702.777,24797.742,48334.082,39572.1,35268.48,29581.62,17675.615,27417.389,36955.17,34730.367,29500.867,28984.453,27735.15,18094.469,54642.145,40031.445,34498.01,37118.504,26845.059,44190.605,55818.445,43138.098,36962.38,33329.496,32474.734,35965.207,23642.332,8493.814,29429.66,56536.406,40187.023,11963.607,40767.51,24927.756,24237.59,41628.69,36231.504,46275.914,29794.773,58170.152,19506.406,8347.711,25899.383,12098.52,26180.19,26845.982,52947.723,25567.521,26015.57,30024.59,29221.05,27430.18,31055.229,33412.88,NA
286.2017_0.511,1352,629462.8,621330.3,490966.62,486776.97,1338358.2,798094.25,532795.1,559860,295090.7,591155,999869.5,773231.06,692960.2,711068,499545.28,270724.5,1806475.9,1109812.6,855178.06,927857.94,491098.34,1129148.8,1645669.1,1071083.9,823502.5,633745.1,669370.6,1022003.56,467180.88,145941.05,624688,1719246.5,983499.75,177003.81,1081209.6,390953.78,273976.5,1274118.4,457013.22,1077261,437743.75,1510215.5,285706.12,141987.78,271446.47,295690.2,331419.75,592099.06,1529148.6,555949.25,540830.06,555512.25,559568.4,549351.6,668393.9,660230.1,NA
325.1744_0.519,1358,5486.9917,3820.7454,2354.4653,13654.881,4722.1714,6189.852,4511.512,2853.3289,4968.0405,9710.477,4157.5874,3933.457,4357.208,4946.762,3191.474,2906.0022,3703.994,3193.1135,4248.3687,2414.918,5329.8154,5026.882,6993.1895,3762.6128,4967.1245,4500.6533,6041.808,3252.4539,2792.835,3550.4446,7405.024,7713.4688,2508.22,2393.8926,3753.6968,866518.4,4691.379,3757.2305,5423.0938,2845.2344,692290.7,6791.398,533158.94,2663.0593,5777.725,1898.0803,592708.94,62281.312,8919.237,66981.72,62718.594,66454.43,69251.41,63719.945,78277.2,75114.52,NA
244.1543_0.514,1360,49566.1,41200.52,45167.79,47105.707,48258.67,50365.055,28596.541,49338.188,44754.305,35003.67,55153.53,27930.324,44259.664,46349.473,47334.29,50656.45,42354.926,48379.016,41989.254,85001.875,77092.54,35251.457,37417.24,32849.18,45886.91,33167.605,59996.484,53804.9,72486.7,13508.811,75890.53,53692.152,35331.04,17502.727,47856.3,28647.906,28069.904,23166.643,43495.61,91952.9,32651.016,47624.938,33302.016,10898.785,39299.81,325358.84,39426.29,36923.543,48104.64,37619.938,33264.953,34851.332,34923.535,33892.773,43832.754,39472.176,NA
453.312_0.499,1367,NA,1020.6457,NA,1034.7548,1116.2019,NA,1216.3451,NA,NA,2613.5024,NA,NA,1514.5922,1195.3182,NA,1223.0338,NA,1015.77563,NA,NA,NA,1007.692,NA,NA,NA,NA,1069.3744,1661.1635,NA,53406.035,1255.018,1137.3794,NA,14279.611,NA,NA,NA,NA,NA,1065.4438,NA,NA,NA,42717.97,1027.0138,13920.725,1186.7736,4173.9834,NA,4661.1626,4005.2803,3981.3242,4827.7256,3408.9624,6151.978,4688.627,NA
285.1823_0.513,1390,15582.387,12609.941,20155.893,20889.844,21696.201,12929.457,16339.19,18074.225,34630.63,24692.88,20050.275,12727.467,32121.686,19135.307,18198.527,20583.17,18232.164,21831.982,25277.994,26217.32,10864.512,11812.391,20564.002,13886.765,16129.356,17734.092,20956.705,15201.656,35305.492,3983.5557,33396.96,17901.947,34442.895,4258.9653,32926.844,10754.233,23267.355,20766.01,12234.028,31112.922,10744.857,24589.357,12740.626,4101.9585,20255.65,26640.291,11094.051,19988.932,19082.52,18685.6,18479.734,15265.924,18643.875,17830.28,18989.432,19315.537,NA
271.1654_0.513,1391,190716.08,252196.8,181687.97,224470.45,301776.03,283840.94,236949.75,283443.56,184697.3,214219.45,214922.73,182235.77,208895.33,169869.1,185374.58,234850.94,411285.56,250810.45,204551,416383.1,294212.28,219793.33,484417.28,456566.4,314085.66,189501.22,198436.73,318197.16,173637.28,36373.848,236972.7,567845.5,318242.5,59600.062,272950.4,284751.84,371876.2,483323.88,272702.3,488762.1,184048.62,310056.94,249025.19,49585.984,196268.7,57401.812,176397.6,234717.2,347493.1,219394.92,217405.84,224178.27,222551.7,219048.95,231256.56,221685.64,NA
555.2408_0.513,1392,7477.3438,11735.539,22614.244,10070.09,6559.469,7320.9365,7316.1284,21682.53,12984.342,35766.01,9012.441,5491.597,3922.6553,3239.2444,16588.43,7243.1353,6737.217,7153.7334,6939.439,18002.477,19450.219,17221.137,11373.292,45141.168,24881.428,8430.616,13494.065,7512.0483,18443.691,8493.28,6437.0444,8002.7866,13019.551,16630.768,22825.848,21237.252,11493.365,44065.273,15378.497,11602.295,18635.94,10314.294,28894.51,17767.814,6771.9385,3882.9514,26681.535,19330.78,9622.035,16608.129,21011.06,18893.775,19477.898,17714.498,22574.93,23662.719,NA
272.1848_0.513,1408,54179.902,48720.984,65023.438,100457.01,86259.54,46624.496,63342.293,60126.035,108049.66,97925.484,78752.65,108241.02,101468.28,78412.41,80739.086,79371.64,62594.09,81007.016,81213.63,98762.38,86343.1,44782.49,38156.69,60069.676,55341.457,86400.52,67864.77,61121.49,116517.6,10257.156,109709.31,74730.7,97796.164,14779.097,74137.97,49389.14,51001.89,48001.004,68615.93,99263.086,65983.98,135889.67,45591.82,12712.746,80152.08,42750.12,71188.81,45024.61,79689.62,45966.87,46330.965,47620.68,47125.855,48522.89,56075.453,52870.055,NA
308.1999_0.517,1409,4035.5557,3890.0168,1388.1661,3082.6035,3150.0815,9567.692,17601.637,5879.541,3518.5376,6205.9414,2587.7632,7728.26,2811.64,3152.5547,5015.283,6371.0884,4933.521,2532.2864,3867.7605,2285.8337,3365.6692,4156.1416,3015.056,5033.3486,5235.327,6767.561,5716.3438,2683.587,3064.6365,2269.4504,4170.464,8903.516,15344.67,5910.1724,3745.9844,58118.297,7694.4697,5093.778,4674.5933000000005,2917.8726,24471.719,2941.4902,51826.367,3352.723,9154.363,3610.0747,29290.662,8483.263,5629.6543,9147.02,8929.729,8836.252,6971.1743,9693.791,10381.266,10306.854,NA
511.215_0.513,1414,8290.691,15222.249,39376.32,9693.568,7403.8276,9019.636,7590.0205,21530.816,20779.006,37949.285,10453.8125,5401.9395,5925.134,4587.1533,15604.385,7775.5713,6870.7944,7421.6445,7919.2373,15701.498,17111.756,16584.559,8222.49,51976.9,27766.771,11555.255,13980.255,5922.1436,23164.422,7071.1006,7677.5166,7450.026,20884.39,13109.053,23600.303,25376.63,8244.449,34626,14243,11752.298,20241.346,11092.329,27519.645,16640.164,8481.016,4034.8604,30832.143,19164.533,9170.032,19604.797,18262.723,17445.03,18716.611,18620.674,24014.27,20380.32,NA
246.1701_0.513,1417,213724.05,82868.96,121658.81,122941.57,178663.81,161384.86,88092.06,61217.105,80415.12,119654.01,311059.7,123816.836,105727.266,163938.38,125010.305,64247.055,128416.44,344201.88,244890.69,176698.23,151891.62,168358.33,165654.45,89630.96,146087.25,95698.95,179907.34,1282878.2,108915.74,23127.584,180038.08,150268.48,135499.5,27864.26,262733.78,962885.44,47523.406,73050.06,117826.5,162574.31,704572.56,182232.39,917514.8,15549.615,86494.9,107548.63,804313.94,212279.88,173008.55,195370.88,185591.22,199567.8,200428.45,187139.25,235185.34,225372.31,NA
391.1601_0.524,1419,2600.3567,3330.505,2161.487,1366.2037,4198.0234,3353.5,3000.0208,99304.55,1775.8097,1995.7799,1885.8597,2579.251,2730.7522,2342.1204,1557.8612,1640.0452,53374.883,1851.3207,1091.1187,2015.7535,2487.5715,2675.0593,3360.8186,6129.229,2232.5881,2355.2454,1888.654,2545.8372,3068.8289,1063.3922,2125.0745,3150.3997,2621.8323,1731.0381,2340.4473,6426.3335,3155.1687,1410.6199,54561.47,3112.7532,2412.5378,3573.6216,2251.479,1192.1246,4726.4316,1529.8544,2314.927,6251.9688,2060.46,5058.0156,5253.392,5910.6387,6588.5015,6193.779,7491.363,7966.3906,NA
257.1498_0.514,1421,28049.621,25920.018,57255.258,64495.547,85953.98,84322.35,33691.246,100630.56,72936.586,56311.94,56204.12,54493.66,225001.22,123940.84,120547.32,202733.78,108015.39,72065.695,54987.074,141696.62,85816.125,25112.24,110575.305,84746.766,68118.39,81633.945,86592,63449.188,142210.33,4574.909,82596.81,44234.98,137484.34,23390.5,121349.54,34405.383,54402.816,101995.92,34990.28,249111.11,66996.49,87125.484,34188.824,12001.987,46851.457,19022.611,33131.453,63170.36,68430.88,55579.227,61764.484,60246.65,59620.25,60189.965,65665.2,66517.17,NA
316.2116_0.514,1423,24312.084,21988.064,34329.004,42031.215,21837.836,29797.117,23154.97,32823.637,44622.895,38297.176,35704.832,22978.3,43567.793,34894.164,20711.465,21297.863,32808.086,34791.277,34836.766,24233.943,28604.908,22503.756,23229.781,18902.979,18565.398,26951.768,29260.28,21676.164,45125.01,19940.633,43790.305,39098.637,33865.504,13732.746,39410.477,17764,20397.395,20025.033,23199.807,33622.656,19013.166,35531.56,21649.814,12527.58,30283.328,29244.338,20805.29,26472.504,24449.018,25566.14,26291.582,24252.697,25817.35,24839.984,29281.793,29707.139,NA
308.165_0.523,1425,1757.9121,2603.971,1837.4598,2262.0403,1538.1967,1914.3474,2826.6753,1723.3978,2234.1975,1831.3248,1818.6125,2055.2466,1584.026,2786.6404000000002,1689.8741,2555.6392,2285.1853,2700.6619,1716.3585,1636.9512,2165.6162,1719.0038,1227.6174,2597.1968,2496.8872,1568.6713,2401.8845,1992.409,2369.8315,1943.4598,2071.574,2337.3088,2000.005,1140.9824,1856.0891,1260516.2,2105.9314,1987.3348,2925.449,1650.9614,655403.4,2320.371,1052451,1289.4348,2672.769,1066.8356,836219.8,111060.77,2995.7546,106198.8,107580.48,101025.695,100468.914,100929.89,123097.58,128065.36,NA
286.2374_0.512,1428,29061.45,27940.812,25035.555,24139.062,59173.63,25481.174,18784.684,27984.947,13939.279,29357.693,47120.105,38452.72,37214.746,23648.002,25562.502,12571.783,25516.238,53076.355,43173.164,28049.225,23907.453,51730.953,71276.09,50011.797,43377.402,32881.676,33497.832,48332.785,21608.383,5932.688,33104.426,72227.336,46758.098,6896.0044,51784.34,19141.588,12440.903,58714.848,22708.46,50566.1,20458.473,68530.22,12899.8125,5487.306,13379.87,15056.592,16326.637,30104.184,69791.82,23576.496,26979.666,27734.586,30509.695,28116.615,34013.395,35233.95,NA
328.2115_0.513,1430,71588.12,43887.918,42740.74,80356.26,61407.02,63966.58,64722.812,68364.8,73752.56,101035.63,49712.35,61113.668,61489.4,47053.324,51768.445,39153.17,71888.04,64870.562,56216.555,49227.203,40010.203,69278.96,62109.88,52700.57,82914.44,63506.09,39210.734,43496.56,55198.55,42710.414,87343.77,112207.055,59377.574,31191.307,51532.03,36314.7,83704.39,75177.56,95795.05,76582.97,47092.37,93772.53,48200.156,29734.346,89138.55,36422.957,44304.37,49111.887,83190.555,46585.027,46320.875,46932.82,47713.445,48733.66,52625.766,54888.97,NA
306.1713_0.517,1437,16849.57,7687.148,5799.811,5004.182,6842.206,14267.778,14515.021,6970.846,11072.414,2850.5981,6468.8135,48400.004,9558.493,8806.2295,34788.785,21959.54,5621.5137,7647.5103,6333.4805,7590.287,12067.885,21519.344,6455.19,10519.595,7603.3306,51870.45,26469.574,7747.3066,7373.013,3615.4468,5710.401,8131.3315,13995.847,7369.161,5490.265,3209.7158,11419.2,12506.431,9280.569,18475.082,5929.6772,9904.622,3113.103,8873.215,8373.71,10589.345,4138.704,9931.898,9584,7091.412,10948.105,8549.242,9479.382,9519.351,9760.991,9723.379,NA
261.1467_0.515,1441,7876.272,7134.7573,10680.815,16386.475,5204.657,8900.9,51954.895,5756.9077,20405.67,14865.91,8388.471,9717.953,12814.002,7993.2163,7610.959,5885.6987,5791.976,8943.797,7511.1665,7229.149,9080.653,9835.768,13787.129,8025.2554,8520.8,10124.195,2473.2483,4691.103,16812.803,4462.698,28318.828,19576.148,13921.53,3326.7285,13448.324,8412.165,7641.9263,32258.691,9970.208,5222.3447,10359.9,11561.173,282811,7690.397,8459.265,5071.4116,7702.8433000000005,22716.506,8470.959,17851.826,19494.67,21088.21,19264.676,18864.451,21152.092,21493.812,NA
330.2275_0.513,1449,299243.97,117497.35,174361.36,214730.23,168884.4,261050.77,182854,241116.95,165313.9,154522.95,183575.6,170976.36,192673.03,188580.97,112671.53,146291.77,163196.52,306799.88,218276.23,187657.89,146906.4,191919.67,243213.14,178053.55,456167.16,293323.2,156338.97,148889.62,172073.88,61519.19,230124.67,269905.06,204800.48,79261.22,191833.12,91266.81,204558.19,315441.75,275213.75,229693.39,93625.21,477927.44,206426.42,74089.28,335005.47,114769.11,171557.42,169807.92,300618.38,165601.42,165511.78,160779.95,163821.55,166945.8,189432.02,190393.5,NA
288.216_0.509,1451,43045.25,46991.9,47890.434,87514.875,76121.586,51178.793,44067.37,96258.14,83981.92,106267.66,119733.22,65120.34,61949.492,83147.04,48897.637,40428.254,91488.13,110551.87,110041.54,86093.31,72670.195,39198.19,50618.918,27887.076,30516.58,54849.99,76750.13,78778.8,62984.62,29191.307,90690.92,69517.28,67581.57,1257.5275,101019.48,35151.395,65572.9,29894.525,82334.46,82340.21,32477.115,97055.19,37671.78,1464.1841,106049.71,60874.152,46624.21,49125.78,42507.03,48739.465,49239.45,45611.473,46698.508,51709.36,52377.23,58849.535,NA
232.1544_0.515,1460,204165.58,111351.555,217634.92,222400.81,202798.83,154523.45,318786.53,86535.97,177686.34,178821.27,364452.75,206269.9,155464.97,263140.62,241721.69,163409.67,106389.39,325230.8,258658.28,177228.47,201561.33,165396.39,99636.71,86573.47,137784.14,160517.48,180607.2,150055.16,185625.7,56768.883,292470.53,149981.97,146398,52426.105,247374.64,46126.633,178015.88,55991.414,554278.56,207460.86,57895.49,245180.88,50337.16,31886.96,433611.53,88689.38,78133.5,146798.48,160910.6,133502.61,131921.7,141048.34,147718.92,144576.62,165892.4,163410.62,NA
342.2272_0.514,1462,19060.01,24190.36,24291.945,56353.207,23751.777,27292.002,13752.402,28234.62,48706.613,39820.008,34278.28,25840.867,28419.98,33235.625,15772.281,19867.594,30663.38,32123.441,37151.367,47088.043,43934.363,20656.205,26795.635,17662.156,22497.312,23901.61,40582.26,44870.645,34549.812,5211.8135,48064.3,31767.031,25840.688,7449.8438,38742.066,20098.174,19227.625,21054.805,15080.348,29140.436,29303.143,30785.766,20998.15,7880.4653,17972.334,9094.544,22418.133,24571.322,26793.42,20924.346,21091.385,20289.18,22337.102,23516.586,25726.596,24392.271,NA
141.067_0.564,1463,1657.3104,1940.8339,1670.4507,1793.1635,1343.5057,1875.147,2246.6096,1066.2836,1239.6727,1315.4441,1895.9349,1940.1963,1987.0228,1710.7041,4253.9023,2358.013,1438.1589,1837.7778,2060.6436,3321.7278,4320.0215,3383.0369,1444.4854,3718.3418,2678.006,1572.5677,1602.625,1773.628,2609.8445,1322.4501,2416.2305,5594.3687,2164.764,1082.7294,1217.4966,80470.69,2148.999,1599.2115,2279.435,1095.1022,45302.883,2641.8652,67448.5,1226.6329,1829.806,NA,60572.92,6405.403,2994.3333,7052.385,8701.819,7697.9116,7285.315,7418.8315,7561.4204,8106.4146,NA
304.2115_0.514,1478,37197.723,33029.79,32514.037,23148.197,50868.508,70865.25,19777.46,35220.48,22205.064,30701.984,55614.77,49744.88,40603.51,57506.48,42969.695,22578.81,69777.9,111807.64,55057.207,91044.57,51533.97,44075.25,137978.22,42067.53,36441.957,46625.74,70391.83,67918.875,46943.816,10737.223,28328.512,85072.32,52311.586,14455.151,71644.99,17188.562,17930.818,51665.426,26707.447,73134.31,24001.842,56196.03,18991.229,16063.671,26574.656,37695.258,18290.318,37331.152,57788.42,34914.89,33337.17,35687.938,37436.453,38069.547,43231.664,39277.246,NA
206.0819_0.514,1482,2531.5952,4599.968,13204.207,10458.022,2926.7422,3489.411,5583.3413,3612.6375,10507.107,7288.001,5982.13,12489.776,7795.824,19765.996,7227.226,3419.6863,4004.0774,1947.5236,4693.418,4384.369,6168.5693,3199.2693,2391.7024,5613.238,6980.3745,12406.379,8554.5625,4392.4004,8786.022,9711.969,10586.982,2886.3677,8802.862,5127,2732.2717,5560.942,3043.2483,3462.3296,3501.7532,3626.8315,5820.515,9833.024,5341.89,11209.076,2560.8494,15467.8,4024.8071,6796.5513,6446.9546,5207.421,6977.5723,6035.3223,5837.174,7612.372,5908.462,5967.854,NA
641.3626_0.498,1487,NA,NA,NA,1292.1039,NA,NA,1019.9256,NA,NA,NA,NA,NA,2432.4177,NA,NA,NA,1068.8176,1112.8181,NA,NA,NA,NA,NA,1132.2091,NA,NA,NA,1051.125,1166.4598,18742.07,NA,NA,1428.6881,20015.035,NA,1258.7633,1054.188,NA,NA,1117.5253,NA,NA,NA,20765.441,NA,12106.106,1183.172,2515.6335,1279.1655,3742.1575,2942.0642,3111.1062,3642.3804,2310.2354,3201.7356,2899.3242,NA
245.1502_0.513,1488,26171.293,23631.264,36572.918,108608.38,50953.746,68062.97,27325.139,29985.256,95220.36,79682.3,61995.844,52756.094,42855.156,76140.84,41407.92,53068.75,36465.293,61168.094,51702.137,83878.016,83425.31,32766.016,98364.266,31966.719,22696.803,62493.49,79862.16,62626.715,75236.35,7665.3394,119314.586,38545.484,77016.45,11590.583,89312.92,84246.586,34357.754,49573.89,27615.105,90377.37,49200.996,57914.77,64735.63,9420.804,14695.857,17653.895,33074.016,51546.31,24991.854,40866.65,41561.043,44219.094,43919.266,49692.48,47308.22,48589.72,NA
244.1542_0.514,1492,49566.1,41200.52,45167.79,47105.707,48258.67,50365.055,28596.541,49338.188,44754.305,35003.67,55153.53,27930.324,44259.664,46349.473,47334.29,50656.45,42354.926,48379.016,41989.254,85001.875,77092.54,35251.457,37417.24,32849.18,45886.91,33167.605,59996.484,53804.9,72486.7,13508.811,75890.53,53692.152,35331.04,17502.727,47856.3,28647.906,28069.904,23166.643,43495.61,91952.9,28826.484,47624.938,22300.188,10898.785,39299.81,36561.562,39426.29,36923.543,48104.64,37619.938,33264.953,34851.332,34923.535,33892.773,43832.754,39472.176,NA
