"p.value","m.z","t.score","r.t"
0.939,317.11,-0.078578465,8.01
0.94,314.1708,0.077065245,8.331
0.943,395.0427,-0.07371676,2.519
0.944,239.1389,-0.072075233,6.713
0.944,361.1128,0.072304686,5.045
0.944,204.0301,-0.071502179,4.935
0.944,279.0529,0.071733324,5.648
0.944,439.1605,0.071652045,3.564
0.944,473.1447,-0.071793021,3.71
0.945,225.1236,-0.07136717,7.192
0.946,287.244,-0.06907861,7.296
0.946,150.0559,0.069132647,3.673
0.947,420.2011,-0.068891776,4.674
0.948,326.099,-0.067408595,3.389
0.949,142.0863,-0.066187205,0.641
0.949,302.1142,-0.066033803,4.079
0.95,577.294,-0.06472065,1.229
0.95,595.3413,-0.063845253,0.521
0.951,272.2,-0.062558143,0.839
0.951,368.116,-0.062972516,1.537
0.951,107.0367,0.062708363,1.019
0.951,313.023,-0.063229383,5.662
0.952,343.0634,0.061377248,5.648
0.952,315.0719,-0.062119359,5.501
0.953,151.123,0.061166311,0.863
0.953,156.0846,0.061133137,7.666
0.953,527.2131,0.05981191,0.53
0.954,365.0183,-0.05963175,8.227
0.955,143.0815,0.057765664,5.028
0.955,255.1338,0.058550669,6.666
0.955,237.1241,0.058500652,0.892
0.955,297.134,0.057683191,0.497
0.955,425.1127,-0.057373945,0.56
0.957,212.1032,-0.055883734,5.558
0.957,573.465,-0.054810187,1.767
0.957,377.196,0.055917899,0.515
0.959,280.1183,-0.05326846,0.99
0.959,603.4956,0.052257956,4.873
0.959,289.0903,-0.053156818,3.51
0.961,342.1012,0.050029165,3.76
0.962,191.0662,0.048988474,7.745
0.962,203.0527,0.048346682,5.677
0.963,392.1553,-0.047730552,0.566
0.963,452.1913,-0.047244918,0.564
0.963,934.2803,0.046961308,8.066
0.965,512.2233,-0.044839394,3.668
0.965,359.0346,0.045269651,2.582
0.966,436.155,-0.044001794,5.514
0.966,464.1909,-0.044155867,3.664
0.966,403.1968,0.043211238,4.623
0.967,518.238,0.043028775,0.546
0.968,354.1004,-0.041668196,0.685
0.968,218.9968,-0.041187193,3.319
0.969,76.0758,0.040112888,1.839
0.97,396.1237,0.03838619,4.366
0.97,686.154,0.038528893,3.73
0.971,448.1367,0.037842396,5.06
0.971,357.0822,0.036866836,4.307
0.973,769.3448,-0.035050535,0.551
0.974,580.3266,0.033824162,0.51
0.974,178.0589,0.032989506,0.533
0.974,361.0709,-0.03310448,0.548
0.975,749.3826,0.032301331,0.829
0.975,359.0801,0.032277879,0.561
0.976,307.2016,0.031147372,1.987
0.976,275.0538,-0.031415209,5.698
0.976,907.414,0.030511987,0.559
0.977,195.0875,-0.02953819,0.506
0.977,361.1209,-0.028971373,3.29
0.978,300.1077,0.028854644,6.514
0.978,457.0951,0.027988039,5.947
0.979,342.1553,0.027546339,4.352
0.979,563.2176,0.026533939,0.558
0.979,660.2145,-0.027267626,1.234
0.98,279.1553,-0.025185842,8.49
0.981,181.0838,0.024876029,0.54
0.981,379.0686,0.023821377,4.02
0.982,148.1118,-0.023793206,0.543
0.984,358.1317,-0.020633571,0.569
0.985,499.2904,0.018978795,0.518
0.986,241.1398,-0.017640821,7.647
0.986,274.1827,0.018292749,0.517
0.986,367.1051,-0.017686621,4.107
0.987,458.2017,-0.016988417,4.076
0.987,540.2071,0.01619571,4.419
0.987,441.121,0.016768663,0.557
0.988,375.1345,-0.01576905,1.633
0.988,593.1674,0.014912766,1.005
0.989,143.0816,0.014719203,5.617
0.989,288.1801,0.013558938,0.517
0.989,405.1471,0.013537481,3.381
0.99,302.0868,-0.012336737,6.646
0.99,204.0665,0.013304533,1.41
0.99,533.1721,-0.012534756,6.434
0.99,633.2843,0.012917946,0.555
0.991,773.4545,-0.01181645,0.537
0.992,297.1938,-0.010903196,0.496
0.992,484.2336,-0.01016167,3.666
0.992,611.3131,-0.010198588,1.258
0.992,259.0278,-0.010437622,2.431
0.992,353.1198,-0.01058774,4.773
0.992,389.0906,-0.01076544,0.595
0.993,204.123,0.009042968,1.344
0.994,247.1439,0.007404513,3.672
0.994,272.1603,-0.008171294,7.087
0.994,290.177,-0.007567878,2.893
0.994,213.9815,-0.007715033,1.057
0.994,529.261,0.00801519,0.533
0.995,319.1247,-0.006234104,7.989
0.995,391.2596,-0.006627804,1.22
0.995,219.0629,0.007015021,3.469
0.996,190.1186,-0.004587277,6.676
0.996,199.0825,-0.005362523,3.657
0.997,329.0695,-0.003755894,3.881
0.998,302.1348,0.002807835,8.135
0.998,165.0405,0.002393694,6.233
0.998,179.056,-0.002921121,6.344
0.999,245.1502,-0.001629039,0.513
0.999,201.1243,0.00178469,5.193
0.999,310.1153,-0.000647,3.36
0.999,387.0737,-0.000995,5.124
