p.value,m.z,t.score,r.t,pos_inx
0.787,582.095,-0.277011166,3.386,0
0.788,190.0509,0.276149813,1.024,0
0.788,323.0593,0.275939534,6.042,0
0.789,319.1611,-0.276253585,8.704,1
0.789,343.1664,0.276367985,6.167,1
0.789,354.10038,-0.276136052,0.765,1
0.789,454.0476,0.275108321,1.757,0
0.789,565.1555,-0.275404242,0.583,0
0.79,855.5726,-0.274509369,0.469,1
0.791,161.12852,-0.273451451,8.241,1
0.791,446.1811,-0.272082909,3.871,0
0.791,499.1257,0.27257333,4.035,0
0.792,434.1579,-0.272316425,5.479,1
0.792,124.0074,0.270275611,6.271,0
0.792,418.063,-0.271052271,1.867,0
0.793,295.1547,0.269817033,0.818,0
0.794,411.2019,-0.267719227,3.666,0
0.795,470.0689,0.266692395,3.84,0
0.797,283.0297,0.264801682,5.702,0
0.798,100.0039,0.262193761,3.918,0
0.798,199.0974,-0.263469268,1.354,0
0.798,288.0876,0.263481197,2.429,0
0.799,347.2285,-0.262130219,8.662,1
0.799,341.1236,-0.261839687,0.523,0
0.799,437.0909,-0.260859112,0.565,0
0.8,403.0875,-0.259993643,7.396,0
0.8,434.1811,-0.259993643,6.248,0
0.8,462.2127,-0.259993643,5.401,0
0.8,488.0413,-0.259993643,0.567,0
0.8,554.1517,-0.259993643,1.231,0
0.8,712.2431,-0.259993643,1.025,0
0.8,803.2032,-0.259993643,4.539,0
0.8,805.2203,-0.259993643,4.324,0
0.801,276.1453,-0.258977301,1.041,1
0.801,219.0629,0.259439021,3.469,0
0.802,142.1225,-0.258366474,3.003,1
0.802,238.9688,-0.25708132,3.227,0
0.802,351.1053,-0.257766379,2.385,0
0.802,382.1367,0.258111997,0.564,0
0.803,495.2231,0.256847579,4.107,0
0.805,365.1583,-0.254772065,3.875,1
0.806,170.0601,0.252482446,2.773,1
0.806,194.0307,0.252761241,1.022,0
0.808,311.1152,-0.249053727,4.85,0
0.81,138.0661,0.247129832,1.098,1
0.811,459.1089,-0.245762258,2.376,0
0.812,290.1356,-0.244664527,3.737,1
0.812,303.1184,0.245398252,6.154,1
0.813,239.9969,-0.242939426,2.405,0
0.814,272.2102,0.242453897,1.101,1
0.814,495.2228,0.241523347,0.529,0
0.814,749.3919,0.241267033,0.532,0
0.815,134.1175,-0.24150892,3.699,1
0.815,285.1808,0.241500713,1.647,1
0.815,323.0557,0.240666337,2.493,0
0.816,247.0924,-0.239054152,6.031,1
0.817,126.022,0.23877229,6.25,1
0.817,305.1049,0.23761429,2.377,0
0.817,371.1712,-0.237070795,0.531,0
0.817,487.0577,-0.237305756,3.942,0
0.818,569.2416,0.236154968,0.916,0
0.819,239.0726,-0.236244237,0.758,1
0.819,230.99665,-0.234857378,4.318,0
0.819,593.1687,0.234858019,0.592,0
0.82,212.0916,0.234179162,3.99,1
0.82,675.8656,-0.233939818,8.615,1
0.82,319.03,0.234035304,3.986,0
0.82,353.1042,-0.2330858,2.363,0
0.821,375.1189,-0.232104086,4.534,0
0.822,135.0302,0.231506439,5.655,0
0.822,203.1285,-0.231069593,0.849,0
0.824,470.2642,0.228547841,3.998,1
0.824,254.98149,0.227997033,3.634,0
0.825,191.0196,0.227141197,0.953,0
0.825,275.0732,-0.226496507,2.439,0
0.826,416.1911,-0.226541344,3.695,1
0.826,317.032,-0.226101118,2.39,0
0.827,363.0705,0.224283202,4.001,0
0.828,239.0016,0.222899599,0.993,0
0.828,309.06337,0.223486574,5.678,0
0.829,116.1171,0.22227043,1.124,1
0.83,311.1543,-0.221008349,0.959,1
0.83,192.0664,-0.219787223,0.98,0
0.83,264.1166,-0.220233467,3.307,0
0.832,141.067,0.218539833,0.564,1
0.832,267.1331,0.218344923,0.956,1
0.832,299.0764,-0.218083319,4.607,0
0.833,227.9971,-0.215913688,3.983,0
0.834,262.12847,-0.215557898,5.688,1
0.834,279.1188,0.21601831,7.964,1
0.835,337.1424,-0.214509556,2.92,1
0.836,107.0367,0.212660739,1.019,0
0.836,336.0351,0.212858837,2.633,0
0.836,485.0979,-0.212910016,5.138,0
0.838,218.9967,0.210356163,4.223,0
0.839,156.0846,0.209615754,7.666,1
0.839,196.0603,0.209586364,7.154,1
0.84,227.1147,0.207178502,6.923,0
0.841,337.1716,-0.205918703,8.371,1
0.841,321.0787,-0.205725761,2.11,0
0.841,329.0695,0.206315412,3.881,0
0.842,384.9454,-0.204770534,1.825,0
0.842,499.151,0.204307454,3.347,0
0.842,653.0287,0.20454913,5.802,0
0.844,432.2013,0.201925227,3.818,1
0.844,143.0348,-0.202020337,0.84,0
0.844,421.1145,0.201347998,2.311,0
0.845,595.3477,-0.201702515,2.702,1
0.845,281.0251,-0.200024003,3.123,0
0.846,540.3495,0.200226148,4.471,1
0.847,377.0853,0.197739875,6.452,0
0.847,573.2395,-0.197889281,0.524,0
0.848,309.0785,0.196872797,2.268,0
0.849,295.0609,0.194860076,2.42,0
0.849,342.1556,-0.195556976,0.557,0
0.849,422.1276,-0.19492726,2.248,0
0.85,159.1496,0.19456527,7.852,1
0.85,182.05778,0.194810148,5.415,1
0.851,254.1021,-0.193145709,1.343,1
0.851,451.0996,0.193537475,4.142,1
0.851,347.0888,-0.193195523,4.926,0
0.852,175.02466,0.19153265,5.701,0
0.852,395.207,0.191095027,0.516,0
0.853,255.13387,-0.190879508,6.529,1
0.853,540.2071,0.190495835,4.419,1
0.854,203.0111,0.18828886,2.099,0
0.854,283.0424,-0.188361248,5.698,0
0.855,461.1267,0.186896603,0.535,0
0.856,432.1861,0.187267496,4.594,1
0.857,385.2528,0.185606845,4.483,1
0.857,347.076,0.184834157,2.334,0
0.858,150.0585,-0.183872969,0.581,1
0.858,191.01961,0.184019044,3.644,0
0.858,429.0379,-0.183182579,2.569,0
0.858,565.1698,0.184174181,3.303,0
0.859,277.1189,-0.182388495,5.653,1
0.859,404.2075,-0.182903792,0.528,1
0.859,355.139,0.181865266,2.92,0
0.86,221.0666,0.180821054,5.387,0
0.86,575.1574,-0.180357612,4.183,0
0.862,279.1271,0.178576531,0.55,0
0.862,517.1349,0.178815767,0.554,0
0.863,188.9861,-0.177264737,3.886,0
0.863,246.99159,-0.177529719,4.007,0
0.864,462.2847,0.175952662,0.517,0
0.866,211.028,-0.173747301,5.713,0
0.866,609.2621,-0.173674822,0.562,0
0.867,318.1705,-0.172243354,4.031,1
0.868,315.1773,-0.171470341,6.535,1
0.868,448.30533,0.171397997,0.958,1
0.868,542.1798,-0.17067753,5.388,1
0.868,446.2903,0.171088991,0.514,0
0.87,290.15975,0.168605792,0.522,1
0.87,583.1521,-0.167613258,3.804,0
0.871,121.0283,0.167092781,3.861,1
0.871,504.1358,0.166213515,1.245,0
0.872,86.0601,-0.166105647,1.154,1
0.872,313.023,-0.164846689,5.662,0
0.873,181.05046,-0.164335971,0.867,0
0.873,191.01969,-0.163463592,0.526,0
0.873,365.1964,-0.16392946,0.512,0
0.873,439.16054,-0.16459156,3.564,0
0.873,489.0636,-0.164606219,3.769,0
0.874,274.2017,0.16326168,0.511,1
0.874,439.16057,-0.162188306,0.555,0
0.878,369.1736,-0.157374012,1.402,0
0.88,277.0892,0.155900631,5.723,1
0.881,363.1799,0.153774483,0.52,0
0.882,274.213,-0.153332173,1.103,1
0.882,379.0686,0.152149744,4.02,0
0.882,440.9939,0.15163148,1.065,0
0.883,313.1894,-0.151841248,0.512,1
0.883,367.1582,-0.151515747,0.557,0
0.884,160.1089,-0.149671666,4.58,1
0.884,437.0408,-0.150162268,1.033,0
0.885,203.0527,-0.149024928,5.677,1
0.885,227.0381,0.148707009,0.604,0
0.886,238.1548,0.147858466,5.5,1
0.886,249.00727,-0.147293682,3.526,0
0.886,373.1136,0.147117779,4.555,0
0.887,188.9871,0.145289273,1.745,0
0.887,477.1233,0.145696376,1.01,0
0.888,325.0923,0.144082429,3.905,0
0.889,458.20174,-0.14378607,4.111,1
0.889,233.0584,-0.142776163,0.821,0
0.889,355.0469,0.143607288,0.537,0
0.891,270.181,0.141401141,6.589,1
0.891,189.0928,0.140518531,0.848,0
0.891,322.1117,-0.140255743,3.713,0
0.891,518.1649,0.140931965,5.312,0
0.893,230.0222,0.137604765,3.68,0
0.894,233.0122,-0.137100558,3.76,0
0.894,418.14458,0.13694255,4.081,0
0.894,641.2574,-0.136804446,0.556,0
0.895,239.99699,-0.135458999,2.425,0
0.895,309.0783,0.135186044,2.234,0
0.897,258.1263,0.132956887,1.308,1
0.897,328.1875,0.13368974,0.548,1
0.897,413.0845,0.132580519,4.486,1
0.897,367.0119,0.133348541,2.609,0
0.897,398.9611,-0.132700216,1.68,0
0.898,135.0312,-0.131891697,3.109,0
0.898,417.1191,-0.131127943,3.981,0
0.899,229.1293,0.130183683,6.895,1
0.899,144.0666,0.130644754,1.163,0
0.899,230.0225,0.130553089,3.623,0
0.9,375.1279,0.129388487,3.242,1
0.9,203.002,-0.12912484,1.005,0
0.901,260.1492,-0.127549766,0.522,1
0.901,277.1868,-0.127746333,4.613,1
0.901,253.0921,0.127534807,0.602,0
0.901,387.2017,0.127145317,0.89,0
0.902,438.1585,-0.126932446,0.558,0
0.902,507.156,0.12610385,6.445,0
0.903,372.2493,-0.12570996,4.475,1
0.904,191.019699,0.123555437,3.544,0
0.905,225.0407,0.122674822,4.167,0
0.906,193.155,-0.120871069,3.944,1
0.907,135.02999,0.120337653,8.49,0
0.907,471.2413,-0.120347504,0.566,0
0.908,201.1244,0.118421202,5.676,0
0.908,407.0996,0.119061577,4.018,0
0.908,521.2418,-0.118340752,0.552,0
0.909,262.1646,-0.117066113,0.527,1
0.909,311.1306,0.117757739,0.539,1
0.909,306.995,-0.117773283,3.347,0
0.91,300.1564,0.116396461,3.706,1
0.91,523.1107,-0.116571304,3.713,0
0.911,341.1373,0.11527688,2.931,1
0.912,343.0634,-0.113192761,5.648,1
0.912,448.1974,0.113318822,3.226,0
0.913,369.12915,0.111929708,5.429,1
0.913,230.013,0.111450945,2.604,0
0.914,259.0923,0.111601981,5.647,1
0.914,213.0223,-0.11052368,0.802,0
0.914,249.0577,-0.110704196,6.126,0
0.914,341.12367,-0.110569763,3.922,0
0.915,222.99176,0.109918636,4.4,0
0.915,228.0575,-0.109322412,3.43,0
0.915,370.0777,0.109046037,4.777,0
0.916,251.0519,-0.108782584,7.281,0
0.917,451.0698,-0.106766796,0.558,0
0.918,243.9918,0.105606423,3.939,0
0.92,370.07771,-0.103610828,7.194,0
0.922,281.1494,-0.100696487,0.927,1
0.922,246.0176,0.101034807,3.616,0
0.923,269.1243,-0.099916178,5.618,1
0.923,437.1419,-0.099618799,5.105,1
0.924,242.161,0.097552677,7.083,1
0.924,209.0666,0.097534471,5.694,0
0.926,118.0612,-0.095625332,6.417,1
0.926,194.04581,0.09565665,0.984,0
0.926,210.0408,-0.095218956,3.441,0
0.926,341.0679,-0.095802721,2.499,0
0.926,359.09811,-0.09462778,5.122,0
0.926,403.0553,-0.095344694,2.354,0
0.927,176.01085,-0.094732192,4.197,1
0.929,260.1714,0.091086583,7.614,1
0.93,259.0432,-0.090477403,5.928,0
0.932,501.1421,0.087227064,5.113,0
0.934,239.09227,-0.084362153,0.965,0
0.934,258.0439,0.084732299,4.624,0
0.934,499.1515,0.084474742,3.318,0
0.936,246.0076,-0.082438567,3.632,0
0.936,730.1411,0.082170647,3.843,0
0.937,238.15489,0.081715857,7.049,1
0.937,307.2016,0.081207916,1.987,1
0.937,212.0111,0.080707698,3.879,0
0.938,288.1801,-0.079364211,0.517,1
0.938,336.0894,0.080107193,1.988,0
0.938,853.3185,-0.080091649,7.746,0
0.939,308.1855,-0.07867399,0.51,1
0.939,241.088,-0.077895663,0.525,0
0.94,175.119,-0.076900632,8.106,1
0.941,259.0127,0.07602718,1.039,0
0.941,276.0545,-0.075271066,3.638,0
0.941,326.0827,-0.07614601,0.551,0
0.942,335.0421,0.074712645,6.09,0
0.942,469.2258,0.074341617,2.494,0
0.943,217.1546,-0.073562235,5.792,1
0.943,248.1128,0.073427654,6.388,1
0.944,272.1239,0.072555012,7.242,1
0.944,259.0019,0.071557011,3.481,0
0.944,295.06094,0.072539058,2.406,0
0.944,482.2164,-0.072001667,0.531,0
0.945,286.1784,0.070856889,0.829,1
0.945,308.1999,0.071156451,0.517,1
0.945,357.1912,0.070878117,0.943,0
0.947,293.0525,0.068244821,6.038,0
0.948,412.1484,0.067062814,4.864,1
0.949,321.1793,-0.065836859,0.952,1
0.949,351.2162,-0.065739889,0.499,1
0.949,453.0692,0.066145427,3.704,0
0.95,198.0873,-0.064591523,5.991,1
0.95,234.99166,0.064148979,3.442,0
0.95,265.1184,-0.064464188,0.981,0
0.95,325.1094,0.064472513,2.39,0
0.95,455.318,-0.064918669,2.305,0
0.95,496.1979,0.064087505,0.524,0
0.952,205.0897,-0.062315313,0.839,0
0.952,483.0946,0.062118472,4.132,0
0.952,532.3118,0.062196295,0.521,0
0.953,610.0903,-0.060300807,3.375,0
0.954,559.223,0.059089031,1.233,1
0.954,204.98122,0.058597636,3.521,0
0.954,243.0178,-0.059105771,1.027,0
0.955,346.2222,-0.057637204,0.518,1
0.956,149.04551,0.056974844,5.659,0
0.956,202.0509,0.056626476,5.224,0
0.956,598.0901,-0.056615415,3.38,0
0.957,434.1419,0.055431709,8.262,1
0.957,233.0116,0.054902626,3.162,0
0.957,265.1037,0.05524822,1.014,0
0.957,339.1079,0.055626825,0.546,0
0.957,411.2018,0.055753885,0.521,0
0.957,417.0557,0.05580319,5.758,0
0.957,759.3976,0.054802072,0.531,0
0.959,104.07065,0.053461767,5.078,1
0.959,551.2299,0.053030194,2.381,0
0.96,545.3031,-0.052031513,1.418,1
0.961,232.1179,-0.050628245,0.789,1
0.961,457.2224,-0.050612733,0.513,0
0.962,633.1408,0.048497173,2.45,0
0.963,131.0712,0.047786001,0.84,0
0.963,359.1156,0.046963586,0.557,0
0.963,500.0784,0.048124969,3.83,0
0.964,223.1665,0.046361319,5.438,1
0.964,449.2389,0.046708029,7.195,1
0.964,459.2375,0.046671832,0.514,0
0.966,423.1472,0.044232159,0.555,0
0.968,475.1985,-0.04050109,3.657,0
0.969,440.1718,0.039460921,0.558,0
0.969,631.2682,0.040014788,0.556,0
0.97,405.1033,-0.039181468,6.178,0
0.97,587.1079,-0.038122668,0.57,0
0.971,139.0607,0.037453762,1.079,1
0.971,313.1521,0.037602266,4.481,1
0.971,192.0332,0.037424297,5.667,0
0.974,413.0838,0.033972644,0.586,1
0.974,164.0715,-0.033730632,4.437,0
0.974,187.00689,-0.033267395,2.535,0
0.974,261.00724,0.03316323,4.791,0
0.975,208.1807,0.032807654,5.435,1
0.975,497.2358,-0.032053859,0.508,1
0.975,535.2001,-0.031545734,3.279,0
0.976,285.1823,-0.030742935,0.513,1
0.976,418.1637,-0.030385002,3.622,1
0.976,587.2144,-0.031348781,3.945,0
0.977,357.08223,-0.028974779,4.307,0
0.978,305.0336,-0.027693881,1.426,0
0.98,230.1217,-0.025877225,6.531,1
0.98,353.0261,-0.025340585,7.184,1
0.981,246.991595,0.024540661,5.457,0
0.981,293.0802,0.024624995,0.982,0
0.981,339.1076,-0.024171337,3.545,0
0.982,172.9922,0.023222348,1.849,0
0.982,223.0973,-0.022796102,0.837,0
0.983,291.1062,-0.021496273,6.1,1
0.983,204.98121,0.021344034,0.851,0
0.983,339.1194,0.02135839,3.617,0
0.984,373.0775,-0.0204798,7.367,0
0.984,411.1137,-0.020286738,1,0
0.985,265.002,0.019873853,2.224,0
0.986,151.0401,0.017514814,1,0
0.986,194.0456,0.018313852,0.519,0
0.986,212.011,0.017856266,3.758,0
0.986,213.07662,-0.017473571,0.898,0
0.986,463.1064,-0.018053021,3.478,0
0.987,307.1508,0.016590636,8.821,0
0.987,468.2018,-0.01639402,4.046,0
0.988,206.0463,-0.016009746,2.859,0
0.989,170.1004,0.014139083,7.738,1
0.989,204.98124,0.013933417,1.012,0
0.993,204.9662,-0.008667943,1.032,0
0.993,403.065,-0.008591066,4.531,0
0.994,175.1523,0.007221976,7.555,1
0.994,558.1541,-0.0073601,4.293,0
0.995,437.1606,-0.00687028,4.005,1
0.997,393.1156,-0.0044334,5.109,1
0.997,204.981212,-0.003537926,3.501,0
0.998,366.2019,0.002637853,0.529,1
0.999,183.0638,0.001872874,3.785,0
0.999,597.0952,-0.001248258,3.781,0
