mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size,,,,
182.0308_1.029,182.0308,1.029,9935.2355,182.0308_1.029,182.0308_1.029,1,,,,
182.0457_0.856,182.0457,0.856,26036.4065,182.0457_0.856,182.0457_0.856,1,,,,
182.9946_3.02,182.9946,3.02,1564.292,Cluster_181.9916_3.013,181.9916_3.013;182.9946_3.02,2,,,,
183.005_0.703,183.005,0.703,501.67095,183.005_0.703,183.005_0.703,1,,,,
183.0303_4.023,183.0303,4.023,1733.09145,Cluster_293.0335_4.024,183.0303_4.023;293.0335_4.024;295.0302_4.02;297.0265_4.023;297.0265_4.035;410.9459_4.028;515.1033_4.019;737.1733_4.031,8,,,,
183.0514_3.658,183.0514,3.658,14513.1145,183.0514_3.658,183.0514_3.658,1,,,,
183.0638_3.785,183.0638,3.785,1137.2821,Cluster_183.0638_3.785,183.0638_3.785;535.0409_3.784,2,,,,
183.0661_0.867,183.0661,0.867,26642.8105,183.0661_0.867,183.0661_0.867,1,,,,
183.1023_0.506,183.1023,0.506,26306.7265,183.1023_0.506,183.1023_0.506,1,,,,
183.1025_0.808,183.1025,0.808,14582.78,183.1025_0.808,183.1025_0.808,1,,,,
184.0977_1.118,184.0977,1.118,15243.909,184.0977_1.118,184.0977_1.118,1,,,,
185.0566_7.305,185.0566,7.305,16069.1855,185.0566_7.305,185.0566_7.305,1,,,,
185.0819_0.862,185.0819,0.862,251747.14,Cluster_185.0819_0.862,185.0819_0.862;185.0907_0.865,2,,,,
185.0907_0.865,185.0907,0.865,17808.7255,Cluster_185.0819_0.862,185.0819_0.862;185.0907_0.865,2,,,,
186.0454_2.291,186.0454,2.291,6646.13875,Cluster_187.0416_2.303,186.0454_2.291;187.0416_2.303,2,,,,
186.0454_3.49,186.0454,3.49,15830.5295,Cluster_187.0417_3.489,186.0454_3.49;187.0417_3.489,2,,,,
187.0068_2.234,187.0068,2.234,68222.18,187.0068_2.234,187.0068_2.234,1,,,,
187.0068_2.535,187.0068,2.535,83848.48,187.0068_2.535,187.0068_2.535,1,,,,
187.0416_2.303,187.0416,2.303,24542.876,Cluster_187.0416_2.303,186.0454_2.291;187.0416_2.303,2,,,,
187.0417_3.489,187.0417,3.489,52385.47,Cluster_187.0417_3.489,186.0454_3.49;187.0417_3.489,2,,,,
187.0724_5.679,187.0724,5.679,143656.56,187.0724_5.679,187.0724_5.679,1,,,,
187.0978_0.824,187.0978,0.824,685409.845,187.0978_0.824,187.0978_0.824,1,,,,
188.0022_8.004,188.0022,8.004,501.7871,Cluster_274.9977_8,188.0022_8.004;188.0116_8.009;203.0131_8.012;274.9977_8,4,,,,
188.0022_2.235,188.0022,2.235,211162.14,Cluster_188.0022_2.235,188.0022_2.235;189.0047_2.224,2,,,,
188.0022_2.253,188.0022,2.253,216101.265,Cluster_188.0022_2.253,188.0022_2.253;189.0047_2.246,2,,,,
188.0023_3.128,188.0023,3.128,159555.485,Cluster_188.0023_3.128,188.0023_3.128;189.998_3.128;377.0115_3.125;452.079_3.126,4,,,,
188.0104_1.569,188.0104,1.569,482364.7,Cluster_188.0104_1.569,188.0104_1.569;189.0028_1.565,2,,,,
188.0105_2.248,188.0105,2.248,21443.5275,188.0105_2.248,188.0105_2.248,1,,,,
188.0116_8.009,188.0116,8.009,501.67095,Cluster_274.9977_8,188.0022_8.004;188.0116_8.009;203.0131_8.012;274.9977_8,4,,,,
188.0351_4.457,188.0351,4.457,60976.086,188.0351_4.457,188.0351_4.457,1,,,,
188.0563_4.907,188.0563,4.907,38975.105,188.0563_4.907,188.0563_4.907,1,,,,
188.062_2.264,188.062,2.264,5514.18435,Cluster_189.0573_2.271,188.062_2.264;189.0573_2.271,2,,,,
188.0927_4.517,188.0927,4.517,19787.9725,188.0927_4.517,188.0927_4.517,1,,,,
188.9861_4.15,188.9861,4.15,45542.262,Cluster_188.9862_4.149,188.9861_4.15;188.9862_4.149,2,,,,
188.9861_3.886,188.9861,3.886,8180.52025,188.9861_3.886,188.9861_3.886,1,,,,
188.9862_4.149,188.9862,4.149,45542.262,Cluster_188.9862_4.149,188.9861_4.15;188.9862_4.149,2,,,,
188.9871_1.745,188.9871,1.745,2591339.9,Cluster_188.9871_1.745,109.0294_1.74;188.9871_1.745;190.9821_1.744;190.9904_1.744,4,,,,
188.9948_1.816,188.9948,1.816,33726.997,188.9948_1.816,188.9948_1.816,1,,,,
189.0028_1.565,189.0028,1.565,251912.765,Cluster_188.0104_1.569,188.0104_1.569;189.0028_1.565,2,,,,
189.0047_2.224,189.0047,2.224,19375.1785,Cluster_188.0022_2.235,188.0022_2.235;189.0047_2.224,2,,,,
189.0047_2.246,189.0047,2.246,20311.3575,Cluster_188.0022_2.253,188.0022_2.253;189.0047_2.246,2,,,,
189.0404_5.148,189.0404,5.148,364994.63,189.0404_5.148,189.0404_5.148,1,,,,
189.0405_5.173,189.0405,5.173,462392.17,189.0405_5.173,189.0405_5.173,1,,,,
189.0573_2.271,189.0573,2.271,15389.55,Cluster_189.0573_2.271,188.062_2.264;189.0573_2.271,2,,,,
189.0928_0.848,189.0928,0.848,1215.6218,Cluster_189.0928_0.848,189.0928_0.848;534.3051_0.847;536.3215_0.846,3,,,,
189.113_0.89,189.113,0.89,24965.7325,189.113_0.89,189.113_0.89,1,,,,
189.998_3.128,189.998,3.128,9337.984,Cluster_188.0023_3.128,188.0023_3.128;189.998_3.128;377.0115_3.125;452.079_3.126,4,,,,
190.0509_1.024,190.0509,1.024,15068.567,190.0509_1.024,190.0509_1.024,1,,,,
190.9655_2.079,190.9655,2.079,153367.555,190.9655_2.079,190.9655_2.079,1,,,,
190.9655_2.104,190.9655,2.104,232488.375,190.9655_2.104,190.9655_2.104,1,,,,
190.9746_2.11,190.9746,2.11,17007.9835,190.9746_2.11,190.9746_2.11,1,,,,
190.9821_1.744,190.9821,1.744,101935.74,Cluster_188.9871_1.745,109.0294_1.74;188.9871_1.745;190.9821_1.744;190.9904_1.744,4,,,,
190.9904_1.744,190.9904,1.744,39260.125,Cluster_188.9871_1.745,109.0294_1.74;188.9871_1.745;190.9821_1.744;190.9904_1.744,4,,,,
191.0018_3.051,191.0018,3.051,39310.84,191.0018_3.051,191.0018_3.051,1,,,,
191.0018_3.068,191.0018,3.068,38640.783,191.0018_3.068,191.0018_3.068,1,,,,
191.0043_1.023,191.0043,1.023,19737.493,Cluster_165.0046_1.023,121.0156_1.025;165.0046_1.023;191.0043_1.023,3,,,,
191.0196_0.526,191.0196,0.526,264469.715,Cluster_191.0196_0.526,191.0196_0.526;191.0197_0.526,2,,,,
191.0196_0.953,191.0196,0.953,55180.634,191.0196_0.953,191.0196_0.953,1,,,,
191.0196_3.544,191.0196,3.544,95391.47,191.0196_3.544,191.0196_3.544,1,,,,
191.0196_3.644,191.0196,3.644,115174.1875,191.0196_3.644,191.0196_3.644,1,,,,
191.0197_0.526,191.0197,0.526,263898.03,Cluster_191.0196_0.526,191.0196_0.526;191.0197_0.526,2,,,,
191.0198_5.679,191.0198,5.679,337021.05,Cluster_191.0198_5.679,111.0087_5.68;191.0198_5.679,2,,,,
191.0199_8.317,191.0199,8.317,499185.83,191.0199_8.317,191.0199_8.317,1,,,,
191.02_7.722,191.02,7.722,822669.45,191.02_7.722,191.02_7.722,1,,,,
191.0201_7.804,191.0201,7.804,1099018.3,Cluster_191.0201_7.804,111.0088_7.792;191.0201_7.804,2,,,,
191.0284_5.675,191.0284,5.675,22691.292,191.0284_5.675,191.0284_5.675,1,,,,
191.0539_5.675,191.0539,5.675,22662.2795,191.0539_5.675,191.0539_5.675,1,,,,
191.1075_0.834,191.1075,0.834,5686.24265,Cluster_223.0973_0.837,191.1075_0.834;223.0973_0.837;235.0968_0.828;509.1582_0.822,4,,,,
192.0332_5.667,192.0332,5.667,13682.715,192.0332_5.667,192.0332_5.667,1,,,,
192.0664_0.98,192.0664,0.98,19098.065,192.0664_0.98,192.0664_0.98,1,,,,
192.9813_2.941,192.9813,2.941,243779.725,192.9813_2.941,192.9813_2.941,1,,,,
193.0352_7.568,193.0352,7.568,36495.687,193.0352_7.568,193.0352_7.568,1,,,,
193.0352_7.691,193.0352,7.691,73746.051,193.0352_7.691,193.0352_7.691,1,,,,
193.0353_3.249,193.0353,3.249,4076.60325,Cluster_193.0353_3.249,193.0353_3.249;405.1191_3.252,2,,,,
193.0505_0.807,193.0505,0.807,9840.201,193.0505_0.807,193.0505_0.807,1,,,,
194.0307_1.022,194.0307,1.022,12593.52625,194.0307_1.022,194.0307_1.022,1,,,,
194.0456_0.519,194.0456,0.519,27175.8645,194.0456_0.519,194.0456_0.519,1,,,,
194.0458_0.984,194.0458,0.984,32062.12,Cluster_194.0458_0.984,150.056_0.992;194.0458_0.984,2,,,,
194.0458_3.731,194.0458,3.731,220148.595,194.0458_3.731,194.0458_3.731,1,,,,
194.947_7.959,194.947,7.959,1620051.2,Cluster_96.9696_7.956,176.9363_7.959;194.947_7.959;96.9696_7.956,3,,,,
194.9603_1.573,194.9603,1.573,65347.7525,194.9603_1.573,194.9603_1.573,1,,,,
194.9968_4.711,194.9968,4.711,5798.16025,194.9968_4.711,194.9968_4.711,1,,,,
195.0504_1.472,195.0504,1.472,14746.435,195.0504_1.472,195.0504_1.472,1,,,,
195.0511_6.805,195.0511,6.805,223239.975,195.0511_6.805,195.0511_6.805,1,,,,
195.0515_0.84,195.0515,0.84,32977.918,195.0515_0.84,195.0515_0.84,1,,,,
195.0516_0.562,195.0516,0.562,149020.555,195.0516_0.562,195.0516_0.562,1,,,,
195.0518_0.563,195.0518,0.563,153793.045,Cluster_195.0518_0.563,195.0518_0.563;391.11_0.572,2,,,,
195.052_1.912,195.052,1.912,56827.6985,195.052_1.912,195.052_1.912,1,,,,
195.0521_2.398,195.0521,2.398,358177.965,Cluster_195.0521_2.398,195.0521_2.398;196.0557_2.405;391.111_2.401,3,,,,
195.062_2.383,195.062,2.383,25110.002,195.062_2.383,195.062_2.383,1,,,,
195.0655_0.844,195.0655,0.844,26581.292,195.0655_0.844,195.0655_0.844,1,,,,
196.0283_4.94,196.0283,4.94,68838.72,196.0283_4.94,196.0283_4.94,1,,,,
196.0557_2.405,196.0557,2.405,34694.93,Cluster_195.0521_2.398,195.0521_2.398;196.0557_2.405;391.111_2.401,3,,,,
196.0726_6.012,196.0726,6.012,41825.512,196.0726_6.012,196.0726_6.012,1,,,,
197.0454_3.508,197.0454,3.508,43713.8315,197.0454_3.508,197.0454_3.508,1,,,,
197.0468_2.723,197.0468,2.723,3192.1025,Cluster_197.0468_2.723,109.0294_2.712;197.0468_2.723,2,,,,
197.0541_1.058,197.0541,1.058,31039.4285,197.0541_1.058,197.0541_1.058,1,,,,
197.0675_0.579,197.0675,0.579,55773.469,197.0675_0.579,197.0675_0.579,1,,,,
197.0676_0.781,197.0676,0.781,46025.9435,197.0676_0.781,197.0676_0.781,1,,,,
197.0677_1.123,197.0677,1.123,38662.533,197.0677_1.123,197.0677_1.123,1,,,,
197.0679_3.663,197.0679,3.663,140336.495,197.0679_3.663,197.0679_3.663,1,,,,
197.068_3.613,197.068,3.613,117574.185,Cluster_197.068_3.613,197.068_3.613;379.1109_3.622,2,,,,
197.0819_0.842,197.0819,0.842,647731.1,197.0819_0.842,197.0819_0.842,1,,,,
197.0905_0.843,197.0905,0.843,34925.225,197.0905_0.843,197.0905_0.843,1,,,,
198.0155_0.924,198.0155,0.924,8309.182,Cluster_154.0256_0.927,154.0256_0.927;198.0155_0.924,2,,,,
198.1133_0.851,198.1133,0.851,51926.004,198.1133_0.851,198.1133_0.851,1,,,,
198.9916_1.038,198.9916,1.038,56681.1775,198.9916_1.038,198.9916_1.038,1,,,,
199.0069_1.086,199.0069,1.086,67167.032,Cluster_199.0069_1.086,199.0069_1.086;200.0101_1.088,2,,,,
199.0974_1.354,199.0974,1.354,4514.25485,199.0974_1.354,199.0974_1.354,1,,,,
199.0975_0.822,199.0975,0.822,213425.165,199.0975_0.822,199.0975_0.822,1,,,,
199.1313_0.836,199.1313,0.836,8970.451,199.1313_0.836,199.1313_0.836,1,,,,
200.0101_1.088,200.0101,1.088,7985.51035,Cluster_199.0069_1.086,199.0069_1.086;200.0101_1.088,2,,,,
200.1291_0.831,200.1291,0.831,175401.97,200.1291_0.831,200.1291_0.831,1,,,,
200.9711_1.033,200.9711,1.033,5067.8935,200.9711_1.033,200.9711_1.033,1,,,,
200.9866_1.058,200.9866,1.058,6180.9795,200.9866_1.058,200.9866_1.058,1,,,,
201.0418_2.434,201.0418,2.434,82603.985,Cluster_203.0347_2.437,201.0418_2.434;202.0383_2.431;203.0347_2.437;203.0669_2.431;247.0417_2.423;291.0484_2.435,6,,,,
201.0516_7.993,201.0516,7.993,42101.2835,Cluster_201.0516_7.993,201.0516_7.993;219.0621_7.993,2,,,,
201.1131_0.834,201.1131,0.834,216954.54,201.1131_0.834,201.1131_0.834,1,,,,
201.1243_5.193,201.1243,5.193,29005.8105,201.1243_5.193,201.1243_5.193,1,,,,
201.1244_5.676,201.1244,5.676,36976.7195,201.1244_5.676,201.1244_5.676,1,,,,
201.1356_7.005,201.1356,7.005,83811.015,201.1356_7.005,201.1356_7.005,1,,,,
202.0383_2.431,202.0383,2.431,301160.42,Cluster_203.0347_2.437,201.0418_2.434;202.0383_2.431;203.0347_2.437;203.0669_2.431;247.0417_2.423;291.0484_2.435,6,,,,
202.0509_5.224,202.0509,5.224,38348.176,202.0509_5.224,202.0509_5.224,1,,,,
202.0537_0.512,202.0537,0.512,7085.291,202.0537_0.512,202.0537_0.512,1,,,,
202.1083_0.514,202.1083,0.514,31593.9455,202.1083_0.514,202.1083_0.514,1,,,,
202.9868_1.018,202.9868,1.018,109760.56,202.9868_1.018,202.9868_1.018,1,,,,
203.0017_3.658,203.0017,3.658,18978.537,203.0017_3.658,203.0017_3.658,1,,,,
203.0019_0.829,203.0019,0.829,173136.815,203.0019_0.829,203.0019_0.829,1,,,,
203.002_1.005,203.002,1.005,155889.21,203.002_1.005,203.002_1.005,1,,,,
203.0022_1.372,203.0022,1.372,590674.37,Cluster_203.0022_1.372,203.0022_1.372;204.9977_1.373,2,,,,
203.0022_2.044,203.0022,2.044,586309.35,Cluster_203.0022_2.044,203.0022_2.044;204.9968_2.036,2,,,,
203.0022_2.013,203.0022,2.013,449224.17,203.0022_2.013,203.0022_2.013,1,,,,
203.0107_1.372,203.0107,1.372,33951.234,203.0107_1.372,203.0107_1.372,1,,,,
203.0109_1.347,203.0109,1.347,34619.5335,203.0109_1.347,203.0109_1.347,1,,,,
203.0111_2.099,203.0111,2.099,31817.303,203.0111_2.099,203.0111_2.099,1,,,,
203.0131_8.012,203.0131,8.012,501.67095,Cluster_274.9977_8,188.0022_8.004;188.0116_8.009;203.0131_8.012;274.9977_8,4,,,,
203.0347_2.437,203.0347,2.437,427045.13,Cluster_203.0347_2.437,201.0418_2.434;202.0383_2.431;203.0347_2.437;203.0669_2.431;247.0417_2.423;291.0484_2.435,6,,,,
203.0365_3.482,203.0365,3.482,32396.308,203.0365_3.482,203.0365_3.482,1,,,,
203.0669_2.431,203.0669,2.431,16906.317,Cluster_203.0347_2.437,201.0418_2.434;202.0383_2.431;203.0347_2.437;203.0669_2.431;247.0417_2.423;291.0484_2.435,6,,,,
203.0825_4.789,203.0825,4.789,63210.2405,203.0825_4.789,203.0825_4.789,1,,,,
203.1285_0.849,203.1285,0.849,31721.0195,203.1285_0.849,203.1285_0.849,1,,,,
203.997_3.657,203.997,3.657,41275.6385,203.997_3.657,203.997_3.657,1,,,,
204.0301_4.935,204.0301,4.935,19035.1895,204.0301_4.935,204.0301_4.935,1,,,,
204.0665_1.375,204.0665,1.375,14771.137,204.0665_1.375,204.0665_1.375,1,,,,
204.0665_1.41,204.0665,1.41,15546.6725,204.0665_1.41,204.0665_1.41,1,,,,
204.0667_0.515,204.0667,0.515,24100.818,204.0667_0.515,204.0667_0.515,1,,,,
204.0876_5.17,204.0876,5.17,23011.4865,204.0876_5.17,204.0876_5.17,1,,,,
204.9662_1.032,204.9662,1.032,280549.595,204.9662_1.032,204.9662_1.032,1,,,,
204.9811_4.114,204.9811,4.114,21670.783,204.9811_4.114,204.9811_4.114,1,,,,
204.9812_0.851,204.9812,0.851,199671.015,204.9812_0.851,204.9812_0.851,1,,,,
204.9812_1.012,204.9812,1.012,297565.59,204.9812_1.012,204.9812_1.012,1,,,,
204.9812_3.501,204.9812,3.501,136450.41,204.9812_3.501,204.9812_3.501,1,,,,
204.9812_3.521,204.9812,3.521,142670.74,204.9812_3.521,204.9812_3.521,1,,,,
204.9812_3.557,204.9812,3.557,139456.29,204.9812_3.557,204.9812_3.557,1,,,,
204.9815_2.004,204.9815,2.004,706017.85,Cluster_204.9815_2.004,125.0244_2.004;204.9815_2.004;206.977_2.009,3,,,,
204.9961_2.078,204.9961,2.078,29875.632,204.9961_2.078,204.9961_2.078,1,,,,
204.9968_2.036,204.9968,2.036,27685.495,Cluster_203.0022_2.044,203.0022_2.044;204.9968_2.036,2,,,,
204.9977_1.373,204.9977,1.373,33171.5995,Cluster_203.0022_1.372,203.0022_1.372;204.9977_1.373,2,,,,
205.0059_2.072,205.0059,2.072,6401.99615,205.0059_2.072,205.0059_2.072,1,,,,
205.0272_0.897,205.0272,0.897,8816.497,205.0272_0.897,205.0272_0.897,1,,,,
205.0353_5.68,205.0353,5.68,23194.765,205.0353_5.68,205.0353_5.68,1,,,,
205.0524_3.564,205.0524,3.564,44501.194,205.0524_3.564,205.0524_3.564,1,,,,
205.0524_3.634,205.0524,3.634,66961.965,205.0524_3.634,205.0524_3.634,1,,,,
205.0881_0.505,205.0881,0.505,17181.6595,205.0881_0.505,205.0881_0.505,1,,,,
205.0897_0.839,205.0897,0.839,22758.2865,205.0897_0.839,205.0897_0.839,1,,,,
206.028_5.477,206.028,5.477,501.31405,Cluster_223.0542_5.477,206.028_5.477;223.0542_5.477;225.0507_5.487;320.1076_5.48;322.104_5.488;364.0966_5.48;448.058_5.483,7,,,,
206.0463_2.859,206.0463,2.859,9200.457,206.0463_2.859,206.0463_2.859,1,,,,
206.082_0.895,206.082,0.895,15080.0495,206.082_0.895,206.082_0.895,1,,,,
206.1033_5.302,206.1033,5.302,15505.292,206.1033_5.302,206.1033_5.302,1,,,,
206.977_2.009,206.977,2.009,37576.29,Cluster_204.9815_2.004,125.0244_2.004;204.9815_2.004;206.977_2.009,3,,,,
206.9971_2.175,206.9971,2.175,840056.155,Cluster_206.9971_2.175,206.9971_2.175;208.0098_2.178;208.9925_2.178,3,,,,
207.0145_8.491,207.0145,8.491,19412.951,Cluster_135.0299_8.49,135.0299_8.49;207.0145_8.491,2,,,,
207.0477_2.382,207.0477,2.382,25636.1815,Cluster_207.0477_2.382,207.0477_2.382;253.0522_2.375,2,,,,
208.0098_2.178,208.0098,2.178,7257.82225,Cluster_206.9971_2.175,206.9971_2.175;208.0098_2.178;208.9925_2.178,3,,,,
208.0612_0.516,208.0612,0.516,11470.2735,208.0612_0.516,208.0612_0.516,1,,,,
208.0645_3.726,208.0645,3.726,12660.5055,208.0645_3.726,208.0645_3.726,1,,,,
208.9759_3.734,208.9759,3.734,36830.586,208.9759_3.734,208.9759_3.734,1,,,,
208.976_0.787,208.976,0.787,61363.9395,208.976_0.787,208.976_0.787,1,,,,
208.9925_2.178,208.9925,2.178,43815.934,Cluster_206.9971_2.175,206.9971_2.175;208.0098_2.178;208.9925_2.178,3,,,,
209.0666_5.694,209.0666,5.694,38926.074,209.0666_5.694,209.0666_5.694,1,,,,
209.0675_0.96,209.0675,0.96,103443.425,209.0675_0.96,209.0675_0.96,1,,,,
210.0408_3.441,210.0408,3.441,1821.48155,210.0408_3.441,210.0408_3.441,1,,,,
210.0882_5.677,210.0882,5.677,12346.3795,210.0882_5.677,210.0882_5.677,1,,,,
211.028_5.713,211.028,5.713,32161.4985,211.028_5.713,211.028_5.713,1,,,,
211.0612_0.531,211.0612,0.531,16129.91325,Cluster_211.0612_0.531,123.045_0.518;124.0491_0.516;211.0612_0.531,3,,,,
211.0612_1.538,211.0612,1.538,22258.3845,211.0612_1.538,211.0612_1.538,1,,,,
211.0613_0.897,211.0613,0.897,59170.465,211.0613_0.897,211.0613_0.897,1,,,,
211.0613_1.458,211.0613,1.458,27986.246,211.0613_1.458,211.0613_1.458,1,,,,
211.0823_6.131,211.0823,6.131,501.92515,Cluster_249.0577_6.126,211.0823_6.131;247.0592_6.116;249.0577_6.126,3,,,,
211.0967_0.835,211.0967,0.835,30615.629,211.0967_0.835,211.0967_0.835,1,,,,
211.3617_0.512,211.3617,0.512,501.39495,Cluster_139.0398_0.519,139.0398_0.519;211.3617_0.512,2,,,,
211.987_1.036,211.987,1.036,30625.7575,211.987_1.036,211.987_1.036,1,,,,
212.0019_2.386,212.0019,2.386,54686.8225,212.0019_2.386,212.0019_2.386,1,,,,
212.0021_2.316,212.0021,2.316,55993.68,212.0021_2.316,212.0021_2.316,1,,,,
212.0022_2.356,212.0022,2.356,60653.313,212.0022_2.356,212.0022_2.356,1,,,,
212.0031_3.829,212.0031,3.829,3399097.85,212.0031_3.829,212.0031_3.829,1,,,,
212.011_3.758,212.011,3.758,35916.5975,212.011_3.758,212.011_3.758,1,,,,
212.0111_3.879,212.0111,3.879,33758.3475,212.0111_3.879,212.0111_3.879,1,,,,
212.0113_0.514,212.0113,0.514,501.7629,212.0113_0.514,212.0113_0.514,1,,,,
212.0199_7.051,212.0199,7.051,11438.9415,Cluster_212.0199_7.051,168.03_7.048;212.0199_7.051,2,,,,
212.129_0.833,212.129,0.833,7956.44335,212.129_0.833,212.129_0.833,1,,,,
213.0223_0.802,213.0223,0.802,15814.3475,213.0223_0.802,213.0223_0.802,1,,,,
213.0651_0.535,213.0651,0.535,1056.3007,Cluster_285.097_0.525,108.0213_0.53;213.0651_0.535;252.0877_0.525;285.097_0.525;465.086_0.535;476.0405_0.519,6,,,,
213.0766_4.042,213.0766,4.042,1053.5416,Cluster_213.0766_4.042,213.0766_4.042;376.9945_4.037;625.03_4.043;627.0283_4.044,4,,,,
213.0766_0.898,213.0766,0.898,25271.7715,213.0766_0.898,213.0766_0.898,1,,,,
213.1132_0.801,213.1132,0.801,177192.85,213.1132_0.801,213.1132_0.801,1,,,,
213.9815_1.057,213.9815,1.057,8570.351,213.9815_1.057,213.9815_1.057,1,,,,
213.9964_1.026,213.9964,1.026,2644.82425,Cluster_213.9964_1.026,213.9964_1.026;361.0561_1.032,2,,,,
213.9979_3.83,213.9979,3.83,131505.255,Cluster_213.9979_3.83,213.9979_3.83;214.0064_3.828;291.9588_3.83;327.0439_3.836;425.0113_3.835,5,,,,
214.0064_3.828,214.0064,3.828,46754.9875,Cluster_213.9979_3.83,213.9979_3.83;214.0064_3.828;291.9588_3.83;327.0439_3.836;425.0113_3.835,5,,,,
214.0178_4.826,214.0178,4.826,10100.1935,214.0178_4.826,214.0178_4.826,1,,,,
214.9867_1.03,214.9867,1.03,74217.675,214.9867_1.03,214.9867_1.03,1,,,,
215.0018_1.171,215.0018,1.171,67078.373,215.0018_1.171,215.0018_1.171,1,,,,
215.0329_5.711,215.0329,5.711,443812.93,Cluster_215.0329_5.711,215.0329_5.711;217.0298_5.712,2,,,,
215.0733_0.99,215.0733,0.99,33859.538,215.0733_0.99,215.0733_0.99,1,,,,
215.0923_0.897,215.0923,0.897,40322.5875,215.0923_0.897,215.0923_0.897,1,,,,
215.1035_3.532,215.1035,3.532,15871.488,215.1035_3.532,215.1035_3.532,1,,,,
215.1035_3.639,215.1035,3.639,17442.3045,215.1035_3.639,215.1035_3.639,1,,,,
215.1035_4.441,215.1035,4.441,38760.117,215.1035_4.441,215.1035_4.441,1,,,,
215.1035_5.773,215.1035,5.773,1804.77725,215.1035_5.773,215.1035_5.773,1,,,,
215.1148_6.238,215.1148,6.238,29173.791,215.1148_6.238,215.1148_6.238,1,,,,
215.1399_5.402,215.1399,5.402,28300.8225,215.1399_5.402,215.1399_5.402,1,,,,
216.0343_4.359,216.0343,4.359,4141.7035,216.0343_4.359,216.0343_4.359,1,,,,
216.0383_2.518,216.0383,2.518,119614.0775,Cluster_218.0315_2.512,216.0383_2.518;218.0315_2.512;219.0278_2.516,3,,,,
216.0988_5.731,216.0988,5.731,20257.7295,216.0988_5.731,216.0988_5.731,1,,,,
216.9811_3.921,216.9811,3.921,211638.14,Cluster_216.9811_3.931,216.9811_3.921;216.9811_3.931;216.9909_3.924,3,,,,
216.9811_3.931,216.9811,3.931,216330.285,Cluster_216.9811_3.931,216.9811_3.921;216.9811_3.931;216.9909_3.924,3,,,,
216.9909_3.924,216.9909,3.924,17935.785,Cluster_216.9811_3.931,216.9811_3.921;216.9811_3.931;216.9909_3.924,3,,,,
217.0024_1.038,217.0024,1.038,172106.39,Cluster_217.0174_1.047,217.0024_1.038;217.0174_1.047,2,,,,
217.0161_7.826,217.0161,7.826,51192.348,217.0161_7.826,217.0161_7.826,1,,,,
217.0298_5.712,217.0298,5.712,162843.135,Cluster_215.0329_5.711,215.0329_5.711;217.0298_5.712,2,,,,
217.0487_5.68,217.0487,5.68,433185.83,Cluster_217.0487_5.68,217.0487_5.68;219.0456_5.678;371.1362_5.68,3,,,,
217.0575_5.682,217.0575,5.682,32744.4405,217.0575_5.682,217.0575_5.682,1,,,,
217.0929_1.022,217.0929,1.022,37045.4575,217.0929_1.022,217.0929_1.022,1,,,,
217.1079_1,217.1079,1,49686.2,217.1079_1,217.1079_1,1,,,,
217.108_1.172,217.108,1.172,34335.474,217.108_1.172,217.108_1.172,1,,,,
217.9843_3.941,217.9843,3.941,20628.2675,217.9843_3.941,217.9843_3.941,1,,,,
218.0315_2.512,218.0315,2.512,1009494.17,Cluster_218.0315_2.512,216.0383_2.518;218.0315_2.512;219.0278_2.516,3,,,,
218.049_4.323,218.049,4.323,48356.864,218.049_4.323,218.049_4.323,1,,,,
218.067_1.023,218.067,1.023,4746.47525,218.067_1.023,218.067_1.023,1,,,,
218.0822_0.977,218.0822,0.977,8992.7715,218.0822_0.977,218.0822_0.977,1,,,,
218.1032_0.535,218.1032,0.535,31566.475,218.1032_0.535,218.1032_0.535,1,,,,
218.9815_1.043,218.9815,1.043,13177.636,218.9815_1.043,218.9815_1.043,1,,,,
218.9966_3.891,218.9966,3.891,51902.113,218.9966_3.891,218.9966_3.891,1,,,,
218.9967_4.223,218.9967,4.223,70290.565,218.9967_4.223,218.9967_4.223,1,,,,
218.9968_3.319,218.9968,3.319,121034.61,218.9968_3.319,218.9968_3.319,1,,,,
218.9968_3.546,218.9968,3.546,169022.08,218.9968_3.546,218.9968_3.546,1,,,,
218.997_1.135,218.997,1.135,500829.095,Cluster_218.997_1.135,218.997_1.135;220.9926_1.135,2,,,,
219.006_1.138,219.006,1.138,31566.8935,219.006_1.138,219.006_1.138,1,,,,
219.0069_3.319,219.0069,3.319,10727.14,219.0069_3.319,219.0069_3.319,1,,,,
219.0278_2.516,219.0278,2.516,825806.2,Cluster_218.0315_2.512,216.0383_2.518;218.0315_2.512;219.0278_2.516,3,,,,
219.0456_5.678,219.0456,5.678,153631.31,Cluster_217.0487_5.68,217.0487_5.68;219.0456_5.678;371.1362_5.68,3,,,,
219.0507_3.497,219.0507,3.497,29570.887,219.0507_3.497,219.0507_3.497,1,,,,
219.0508_0.537,219.0508,0.537,6338.6053,219.0508_0.537,219.0508_0.537,1,,,,
219.0508_4.762,219.0508,4.762,4029.24765,219.0508_4.762,219.0508_4.762,1,,,,
219.0621_7.993,219.0621,7.993,30380.1295,Cluster_201.0516_7.993,201.0516_7.993;219.0621_7.993,2,,,,
219.0629_3.469,219.0629,3.469,3709.17935,219.0629_3.469,219.0629_3.469,1,,,,
