mz_rt,row ID,6111_U2_C18POS_35,6111_U4_C18POS_42,6110_U3_C18POS_45,6110_U2_C18POS_34,6104_U2_C18POS_19,6101_U3_C18POS_29,6105_U4_C18POS_47,6109_U4_C18POS_22,6101_U1_C18POS_59,6105_U1_C18POS_43,6101_U3_C18POS_29_1,6105_U3_C18POS_39,6104_U3_C18POS_32,6102_U3_C18POS_48,6104_U1_C18POS_55,6103_U2_C18POS_60,6109_U1_C18POS_58,6105_U2_C18POS_40,6111_U3_C18POS_54,6104_U4_C18POS_12,6112_U2_C18POS_37,6101_U2_C18POS_30,6102_U1_C18POS_26_1,6106_U2_C18POS_46,6108_U1_C18POS_44,6102_U4_C18POS_50,6103_U4_C18POS_53,6109_U3_C18POS_52,6108_U2_C18POS_27,6111_U1_C18POS_51,6102_U2_C18POS_16,6112_U3_C18POS_56,6108_U4_C18POS_18,6110_U4_C18POS_start-10,6112_U4_C18POS_63,6103_U1_C18POS_21,6106_U1_C18POS_23,6101_U4_C18POS_14,6113_U1_C18POS_24,6103_U3_C18POS_61,6110_U1_C18POS_11,6112_U1_C18POS_38,6108_U3_C18POS_28_1,6106_U3_C18POS_20,6108_U2_C18POS_27_1,6108_U3_C18POS_28,6109_U2_C18POS_13,6102_U1_C18POS_26,6113_U4_C18POS_62,6113_U2_C18POS_31,6113_U3_C18POS_15,PooledQC6_C18POS_17,PooledQC9_C18POS_41,PooledQC11_C18POS_57,PooledQC10_C18POS_49,PooledQC8_C18POS_33,PrerunPooledQC5tryagain-addednew3_C18POS_14_1,PooledQC12_C18POS_64,PooledQC7_C18POS_25_1,...66
450.1502_0.791,1333,NA,NA,NA,NA,NA,1267.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5626.6577,NA,NA,1792.0332,NA,NA,757.7991,1569.0182,713.2344,NA,NA,11205.247,1106.4678,NA,6125.161,1962.532,2501.1082,NA,NA,848,NA,9827.902,903.42725,1646.6802,663.8443,1260.1682,NA,NA,NA,NA,1225.5613,1416.5386,2199.9001,1665.093,1584.5042,2234.8354,1485.3799,2129.0125,1656.1154,NA
317.0858_0.772,1335,2164.0303,1528.0145,3759.715,1460.45,4391.1475,1586.1119,1302.5685,1721.6819,2037.3549,1587.4718,1310.1964,1284.1104,1695.7767,1963.6334,1385.8909,1802.269,1383.009,2010.2222,1512.8032,1901.7755,1764.4692,1263.289,1943.8322,2265.748,1707.768,2084.2935,1792.3788,3246.25,1304.7222,2469.8596,1344.1904,2311.369,1687.4702,2654.1963,2112.5137,4769.027,12384.816,1629.4724,2208.8806,5220.968,43476.57,4418.929,1960.8134,2200.762,1148.3743,1237.8098,1540.6997,1577.5511,26514.32,1381.9012,9495.44,3437.3289,4251.8784,3526.3062,3539.0374,4290.7085,3165.724,3239.0571,4937.026,NA
185.1284_0.795,1336,66523.266,101211.66,36736.93,52233.176,86644.14,98461.25,87982.43,121678.15,149724.44,96388.93,94740.69,123589.01,73279.88,63715.11,137496.48,129884.79,85461.11,101627.23,72084.305,161769.28,48949.91,138431.64,101764.734,9132.396,160712.44,84077.15,95434.805,116019.29,123161.28,73811.4,80989.586,56110.945,160898.38,35757.094,46065.938,123642.96,19050.064,107759.58,77755.14,106869.586,95118.766,40212.656,151270.19,9800.329,126488.586,154112.86,103257.76,90365.586,64070.36,52526.594,81361.125,68028.97,59318.746,63844.53,60604.59,65711.78,66448.88,63954.35,53323.406,NA
231.1699_0.785,1337,3058.3767,4150.187,2315.376,2182.8374,2927.4504,3566.3352,2056.112,3083.2656,3210.675,3086.4207,2602.7969,3585.178,3312.5122,2745.45,3684.9294,2824.6465,3560.2024,4520.3423,3597.9075,4605.124,2566.339,3310.034,2083.9336,1645.1187,4316.994,2382.6611,2722.4019,3060.932,3180.864,3466.8179,2928.3591,3226.1467,9861.834,2627.2354,3359.2612,2552.6238,3206.0781,2801.0095,4852.2295,2946.186,3040.9163,2841.7769,14092.208,3888.261,2793.3223,14038.86,2834.0525,2790.933,3038.3088,3353.3386,3975.9993,3724.6743,3455.6804,3667.5256,3853.8997,3365.5706,3154.3716,3021.749,3670.267,NA
328.1879_0.791,1338,1484.3334,1241.2563,NA,1286.6614,NA,4307.766,2125.981,1001.80756,1498.3951,NA,4002.6025,NA,NA,2696.789,NA,19846.59,1041.9055,632.0465,1269.6154,NA,8874.439,4095.229,924.1336,3527.6987,NA,782.6436,13381.106,1287.9043,639.36383,1469.5571,724.66943,11893.752,1297.8563,NA,6322.067,20010.232,3594.2246,4096.323,1750.6095,21584.014,1348.2263,5108.05,1555.465,5985.0034,NA,1885.0792,1501.0785,1440.0109,2388.2126,3212.7705,1209.8846,2570.1355,4811.9497,3439.741,3911.71,3353.8945,3227.3267,3757.6946,3027.5786,NA
408.1499_0.784,1339,NA,NA,1081.0079,NA,827.63324,1216.5729,3509.0962,1051.2346,NA,1020.839,1424.3301,1421.3184,NA,NA,NA,NA,1100.7412,792.8742,604.16364,841.03723,903.1405,722.2777,840.8629,72142.875,NA,1062.9097,1009.1188,971.2363,NA,992.1108,NA,746.3734,NA,NA,682.24,1628.8972,88563.484,1597.8774,1332.9087,1180.4993,1133.9209,1762.7782,1441.5621,103438.62,NA,1273.0952,1227.7317,823.48505,NA,NA,646.7408,21531.994,21520.748,18785.43,20494.877,20101.482,18575.277,16085.708,20188.268,NA
360.2013_0.796,1340,2807.0703,3231.3452,2747.3755,2004.4476,3019.9087,8044.5557,2074.729,4347.3545,5921.565,3854.5767,10252.577,3663.5627,3589.8306,4163.423,5956.9644,3813.3315,4497.032,4910.205,3801.0728,5772.6743,3557.1296,10537.326,5900.369,1976.9156,3755.5928,3971.038,2786.7112,4363.063,3512.778,2848.5186,4387.938,7563.862,3305.415,2022.3046,5551.1514,3169.2693,5978.7617,6143.9688,6442.3813,3490.1116,5373.6934,7580.835,4774.8535,2236.2522,2798.212,4603.8784,3628.8726,6702.1895,2372.268,2526.2468,3695.4102,4460.6533,3898.888,3746.8787,4432.567,4799.146,3772.9941,3915.3264,4747.4453,NA
342.1905_0.801,1341,2417.915,2739.5337,1838.6194,NA,1790.8231,1797.9849,1545.3933,1753.1134,1971.9596,1917.443,2169.6182,1455.3557,1627.5822,2353.84,2710.741,2454.6362,2272.5918,1997.4694,3945.6018,2161.036,2192.5933,2896.529,2595.7065,2827.0974,4619.3667,1580.0255,1991.6594,2726.9954,2983.2075,3638.1108,1488.4695,3666.9185,2499.0947,1890.0577,2764.5044,2175.5225,3490.8467,2861.751,6620.1904,2911.095,3592.7373,3577.9453,3452.6543,1890.7463,2397.6597,4647.1055,2102.713,2869.9587,1860.1805,1552.205,2888.48,3011.0503,2551.176,3081.486,2573.3203,2901.8293,2543.5469,2368.2568,3138.1714,NA
207.1101_0.799,1342,14927.213,21004.605,5806.2295,15255.013,28828.844,18872.432,23319.633,12022.98,21103.98,21943.43,19017.535,26054.459,19805.967,13530.068,33969.137,31700.055,18087.299,17370.742,14034.94,31932.53,11089.265,26585.666,20854.342,2731.087,23532.281,17383.193,28111.271,8310.612,21294.025,10735.765,17314.232,10188.23,21012.627,6510.092,11160.498,20963.39,2722.5366,25901.42,12608.899,18189.686,16368.833,8222.022,30274.049,1354.4817,20821.31,30542.01,15995.7,18125.32,17594.3,7715.557,13908.395,9374.877,10415.607,10354.778,9984.008,9993.365,9228.012,9484.883,8252.803,NA
302.1959_0.798,1343,8880.326,15063.802,12969.556,7329.6025,9449.752,21076.81,12825,11516.434,17504.646,12401.042,21768,11458.681,12286.26,10795.779,11258.309,9159.469,14904.256,17900.822,14013.579,24495.98,16292.144,12461.043,13272.073,6526.427,16475.166,10376.004,14315.449,13004.132,11287.09,20271.734,12734.12,17071.852,10039.5625,12913.337,11644.643,18136.555,12392.481,9867.37,26910.072,19417.896,38260.934,17990.867,20776.088,12548.544,11566.051,20050.344,9815.001,12585.97,17300.516,14152.114,19476.867,13711.102,13546.562,15118.167,13594.561,18029.725,13088.338,12065.137,14200.382,NA
343.1002_0.796,1344,9063.029,7598.3696,8211.68,10941.783,5460.8853,6561.051,7661.756,6227.3296,3758.4329,5937.322,5940.3984,4962.081,8938.159,4704.3706,5065.1846,5388.145,10221.246,5319.48,6011.8213,3602.5232,14130.686,4673.9624,5201.7812,93076.97,9578.392,7626.392,8383.408,3919.4158,4334.38,5245.4688,6268.4463,13395.371,7680.8125,4497.6167,10251.689,13472.41,107039.4,5163.042,14861.819,8647.086,5586.377,14634.258,12257.502,125533.586,4174.224,9575.18,5282.8823,5328.5156,6242.025,5110.5713,9313.265,30995.678,30905.023,28465.07,30424.14,34260.316,30235.61,24227.738,28386.2,NA
137.0676_0.784,1345,NA,926.0714,NA,714.1931,716.85254,NA,NA,NA,NA,NA,NA,961.1273,927.9302,NA,NA,NA,1337.1532,NA,NA,NA,NA,NA,NA,20541.428,1215.7828,NA,NA,790.4094,NA,NA,NA,NA,NA,1859.8181,1642.9014,NA,21294.86,777.4,774.17755,NA,NA,NA,NA,28877.043,NA,NA,NA,NA,1327.1492,NA,NA,8088.797,7387.0356,8120.6123,7861.819,8660.659,8156.154,8061.244,6502.2285,NA
306.0436_0.795,1346,2063.2314,NA,1746.4625,3449.3538,1070.25,5190.0615,3900.7532,NA,1787.2775,2553.159,4819.052,3010.0186,1653.8885,4310.6904,2550.6633,NA,1449.1255,1482.7366,976.53613,1857.2225,NA,6248.446,1861.281,NA,3627.9614,995.67426,4263.1904,1434.9247,1746.1063,1530.6552,2906.6953,NA,3133.3005,1379.2839,1249.0536,1166.7314,604.5713,1298.1674,1522.4497,3881.8667,1745.3127,3394.471,10499.172,NA,2568.3157,11688.807,1499.7606,1973.4454,5035.739,2165.8164,2617.723,1550.2386,1522.6124,1364.5513,1590.8075,1636.8898,2038.4619,1857.0205,1577.7164,NA
181.0718_0.8,1349,56189.562,26104.13,16529.553,10109.83,9511.277,10845.552,24353.209,29231.33,2113.2354,89510.21,11371.084,160346.84,28717.893,7266.622,12734.699,75562.27,143539.03,73295.59,69437.33,18584.422,91329.14,13015.672,48191.277,140249.36,1585.0624,31006.523,169427.89,53691.26,1533.8606,109596.2,40584.062,70180.41,1495.8058,19237.264,41521.875,112812.18,38142.96,10212.536,118513.87,149955.77,42416.594,86047.2,1322.625,33283.844,1477.9647,1180.0255,84525.55,45903.168,70292.86,41078.805,43657.64,45897.977,47449.75,49656.973,46729.773,47692.055,47988.21,51255.51,49158.223,NA
326.0871_0.795,1350,7942.565,4763.084,2354.7217,1857.6268,1710.3849,4685.048,2871.59,5006.574,2969.069,1939.1736,4395.605,3237.8057,2783.7393,2800.2646,1827.7678,4852.211,3532.7852,2954.4282,7480.1055,2618.9294,9558.003,3467.5002,2925.317,6275.957,2566.4375,6727.9585,4844.2896,4172.1724,2515.2402,9094.665,4543.958,8593.517,2597.8586,3292.526,7702.0605,5481.9556,4731.844,3789.169,10164.23,5676.375,2823.96,6377.5684,2603.0542,4151.204,3363.352,3061.3635,3169.119,3660.1072,5649.0015,6480.928,6253.5435,4659.9824,4444.482,4247.283,5564.197,4983.014,4274.5654,4646.7866,4255.0337,NA
